date,BAA10Y,HY_OAS_3Y,NFCI,Real_Yield,DXY,CFNAI,INDPRO_YoY,Copper_Gold,HYG,SPY,QQQ,SMH,SOXX,IGV,XLE,OIL,ADBE,CDNS,CRM,CRWD,DDOG,FTNT,INTU,MSFT,NOW,ORCL,PANW,PLTR,SNOW,SNPS,WDAY,LPPLS_R2,Score_Dynamics,Log_Trend,Valuation_Residual,Score_Valuation,Breadth_50,High_60,Price_Ratio_High,Score_Breadth,Ratio_QQQ,Score_Relative,Composite_Radar_Score,MA10,MA20,MA50,MA200,Dist_200MA,Above_MA20_Conf,Above_MA50_Conf,Below_MA50_3D,Cond_Panic,Cond_Bubble,Cond_Bear,Sell_Signal
2019-04-09,2.19,,-0.614,0.6,114.5321,-0.51,-1.0247462328067725,0.0022489451154877,58.05628967285156,258.1538391113281,176.46075439453125,52.942813873291016,62.11860656738281,42.079864501953125,24.245370864868164,63.97999954223633,268.989990234375,64.30999755859375,154.300537109375,,,17.461999893188477,245.76742553710935,111.37398529052734,47.75199890136719,48.24103927612305,40.12833404541016,,,116.69000244140624,190.8000030517578,0.81210156503806,30.753968253968257,3.629306608652157,11.026273976149392,76.5873015873016,0.6666666666666666,42.67594909667969,0.9860323060800319,58.333333333333336,0.238465854044072,6.547619047619048,45.476190476190474,42.007934188842775,41.81569480895996,40.72034271240234,38.09092143058777,10.47216218865778,True,True,False,False,False,False,False
2019-04-10,2.21,,-0.614,0.54,114.4269,-0.51,-1.0247462328067725,0.0022324497361538,58.3118782043457,259.0343933105469,177.40774536132812,53.37000274658203,62.59905624389648,42.566673278808594,24.335731506347656,64.61000061035156,271.5799865722656,64.47000122070312,157.51490783691406,,,17.923999786376953,245.94775390625,112.22368621826172,48.73199844360352,48.583126068115234,40.41999816894531,,,117.27999877929688,195.1000061035156,0.8481079601118383,43.84920634920635,3.6299454040358716,12.112622567064557,72.22222222222221,0.7333333333333333,42.67594909667969,0.997439405093873,35.91269841269841,0.23993694972061466,13.492063492063492,44.4047619047619,42.1563606262207,41.8822582244873,40.83721580505371,38.11960324287415,11.6660973819704,True,True,False,False,False,False,False
2019-04-11,2.2,,-0.614,0.57,114.6303,-0.51,-1.0247462328067725,0.0022396398980775,58.39931488037109,258.9625549316406,176.9868621826172,53.31778717041016,62.54601287841797,42.66403198242188,24.35380744934082,63.58000183105469,271.8999938964844,64.56999969482422,157.99658203125,,,17.93600082397461,246.4223480224609,112.35440063476562,49.15399932861328,48.421085357666016,40.98833465576172,,,117.76000213623048,195.8699951171875,0.8481079601118383,44.84126984126984,3.630584199419586,12.277202351329919,77.38095238095238,0.7333333333333333,42.67594909667969,0.9997207533866251,41.07142857142857,0.241057621205808,18.055555555555554,48.01587301587302,42.283725357055665,41.94564247131348,40.939425201416014,38.152452325820924,11.825136738451798,True,True,False,False,False,False,False
2019-04-12,2.15,,-0.617,0.61,114.3531,-0.51,-1.0247462328067725,0.0022826593482962,58.48677062988281,260.71466064453125,177.75209045410156,54.0677375793457,63.41331100463867,42.79118728637695,24.418853759765625,63.88999938964844,271.8599853515625,64.9800033569336,157.97691345214844,,,18.54199981689453,246.8685760498047,112.93331909179688,48.86000061035156,49.06021118164063,40.776668548583984,,,118.19000244140624,195.75,0.8481079601118383,45.63492063492063,3.631222994803301,12.510918205930066,82.4074074074074,0.7333333333333333,42.79118728637695,1.0,47.817460317460316,0.24073521260458156,16.666666666666664,51.02843915343915,42.373932647705075,42.014391136169436,41.031381607055664,38.18499650001526,12.062828881914008,True,True,False,False,False,False,False
2019-04-15,2.15,,-0.617,0.61,114.495,-0.51,-1.0247462328067725,0.0022800745290076,58.44637298583984,260.5438537597656,177.78082275390625,53.678524017333984,62.94223403930664,42.71966171264648,24.2742862701416,63.400001525878906,272.2200012207031,65.05999755859375,157.3674774169922,,,19.04400062561035,247.6468963623047,113.02668762207033,48.757999420166016,49.177242279052734,41.369998931884766,,,117.56999969482422,192.91000366210935,0.8822897823991521,53.96825396825397,3.6318617901870156,12.279748572211169,82.01058201058201,0.7333333333333333,42.79118728637695,0.9983284975653562,37.698412698412696,0.24029398138055263,14.087301587301587,50.92923280423281,42.39996147155762,42.07131767272949,41.11499290466308,38.22127108573913,11.769338117553485,True,True,False,False,False,False,False
2019-04-16,2.12,,-0.617,0.64,114.6756,-0.51,-1.0247462328067725,0.0023027660590424,58.412742614746094,260.71466064453125,178.3929901123047,54.98857116699219,64.95763397216797,42.4732780456543,24.433320999145508,64.05000305175781,271.42999267578125,64.69999694824219,155.99127197265625,,,18.809999465942383,244.903564453125,112.76524353027344,47.96200180053711,49.1412239074707,40.74666595458984,,,116.7300033569336,195.7899932861328,0.8822897823991521,53.769841269841265,3.6325005855707304,11.637454074533427,83.2010582010582,0.6666666666666666,42.79118728637695,0.9925706842720892,66.46825396825396,0.23808826803629374,4.9603174603174605,56.9808201058201,42.3985710144043,42.10390377044678,41.18048309326172,38.25309889793396,11.03225429913671,True,True,False,False,False,False,False
2019-04-17,2.13,,-0.617,0.65,114.5141,-0.51,-1.0247462328067725,0.0023388619879058,58.2715072631836,260.07666015625,179.0146942138672,55.80022430419922,66.03395080566406,42.042110443115234,24.400789260864254,63.7599983215332,269.45001220703125,63.970001220703125,152.6982421875,,,18.474000930786133,243.27078247070312,113.69894409179688,47.24599838256836,49.04220962524414,39.90499877929688,,,116.04000091552734,191.0200042724609,0.8822897823991521,50.198412698412696,3.633139380954445,10.553236462956672,81.61375661375662,0.6,42.79118728637695,0.9824946001556681,75.0,0.23485284617411303,0.1984126984126984,56.7526455026455,42.335187149047854,42.123078155517575,41.23003791809082,38.28204653739929,9.822003382297199,False,True,False,False,False,False,False
2019-04-18,2.12,,-0.617,0.62,114.7073,-0.51,-1.0247462328067725,0.002301674623275,58.29843521118164,260.5887451171875,179.2442626953125,55.88091659545898,66.0433349609375,42.097747802734375,24.285125732421875,64.0,270.57000732421875,63.369998931884766,153.33721923828125,,,18.215999603271484,244.6947479248047,115.19292449951172,47.47999954223633,49.078224182128906,39.24333190917969,,,115.9800033569336,187.8300018310547,0.8969279304268364,54.166666666666664,3.63377817633816,10.62160665470886,78.17460317460318,0.4666666666666667,42.79118728637695,0.9837948061828296,98.01587301587301,0.2348624562354558,0.5952380952380952,63.095238095238095,42.35962677001953,42.09536018371582,41.28905075073242,38.30814679145813,9.892415396406605,False,True,False,False,False,False,False
2019-04-22,2.14,,-0.619,0.64,114.7694,-0.51,-1.0247462328067725,0.0022822929729795,58.19755172729492,260.8134155273437,179.75125122070312,55.83819961547852,65.99340057373047,42.51897811889648,24.798370361328125,65.69999694824219,272.2099914550781,64.20999908447266,156.06008911132812,,,18.31399917602539,248.32098388671875,115.55705261230467,48.52799987792969,49.16823959350586,39.880001068115234,,,116.98999786376952,189.3699951171875,0.8969279304268364,57.14285714285714,3.634416971721875,11.553354851144126,82.67195767195767,0.6,42.79118728637695,0.9936386628943307,88.88888888888889,0.23654343338445308,1.5873015873015872,63.12830687830688,42.405723571777344,42.15159091949463,41.36145561218262,38.337533979415895,10.906919943587594,False,True,False,False,False,False,False
2019-04-23,2.14,,-0.619,0.62,115.1578,-0.51,-1.0247462328067725,0.0022835419949315,58.39931488037109,263.15850830078125,182.03732299804688,56.28911972045898,66.67353057861328,43.18460464477539,24.758617401123047,66.30000305175781,278.489990234375,66.69999694824219,158.4880828857422,,,18.39800071716309,252.20347595214844,117.12571716308594,48.709999084472656,49.456298828125,40.18166732788086,,,119.88999938964844,195.1999969482422,0.8969279304268364,64.48412698412699,3.6350557671055896,13.042829066465078,85.58201058201058,0.7333333333333333,43.18460464477539,1.0,48.11507936507937,0.23722939852965608,3.1746031746031744,56.469907407407405,42.51381378173828,42.239911270141604,41.434138488769534,38.368691453933714,12.551674316607246,True,True,False,False,False,False,False
