date,diluted_shares_m,sbc_pct_rev,insider_net_flow_m
2015-09-03,152.0,19.0,-18.5
2015-09-04,152.0,19.0,-18.5
2015-09-08,152.0,19.0,-18.5
2015-09-09,152.0,19.0,-18.5
2015-09-10,152.0,19.0,-18.5
2015-09-11,152.0,19.0,-18.5
2015-09-14,152.0,19.0,-18.5
2015-09-15,152.0,19.0,-18.5
2015-09-16,152.0,19.0,-18.5
2015-09-17,152.0,19.0,-18.5
2015-09-18,152.0,19.0,-18.5
2015-09-21,152.0,19.0,-18.5
2015-09-22,152.0,19.0,-18.5
2015-09-23,152.0,19.0,-18.5
2015-09-24,152.0,19.0,-18.5
2015-09-25,152.0,19.0,-18.5
2015-09-28,152.0,19.0,-18.5
2015-09-29,152.0,19.0,-18.5
2015-09-30,152.0,19.0,-18.5
2015-10-01,152.0,19.0,-18.5
2015-10-02,152.0,19.0,-18.5
2015-10-05,152.0,19.0,-18.5
2015-10-06,152.0,19.0,-18.5
2015-10-07,152.0,19.0,-18.5
2015-10-08,152.0,19.0,-18.5
2015-10-09,152.0,19.0,-18.5
2015-10-12,152.0,19.0,-18.5
2015-10-13,152.0,19.0,-18.5
2015-10-14,152.0,19.0,-18.5
2015-10-15,152.0,19.0,-18.5
2015-10-16,152.0,19.0,-18.5
2015-10-19,152.0,19.0,-18.5
2015-10-20,152.0,19.0,-18.5
2015-10-21,152.0,19.0,-18.5
2015-10-22,152.0,19.0,-18.5
2015-10-23,152.0,19.0,-18.5
2015-10-26,152.0,19.0,-18.5
2015-10-27,152.0,19.0,-18.5
2015-10-28,152.0,19.0,-18.5
2015-10-29,152.0,19.0,-18.5
2015-10-30,152.0,19.0,-18.5
2015-11-02,152.0,19.0,-18.5
2015-11-03,152.0,19.0,-18.5
2015-11-04,152.0,19.0,-18.5
2015-11-05,152.0,19.0,-18.5
2015-11-06,152.0,19.0,-18.5
2015-11-09,152.0,19.0,-18.5
2015-11-10,152.0,19.0,-18.5
2015-11-11,152.0,19.0,-18.5
2015-11-12,152.0,19.0,-18.5
2015-11-13,152.0,19.0,-18.5
2015-11-16,152.0,19.0,-18.5
2015-11-17,152.0,19.0,-18.5
2015-11-18,152.0,19.0,-18.5
2015-11-19,152.0,19.0,-18.5
2015-11-20,152.0,19.0,-18.5
2015-11-23,152.0,19.0,-18.5
2015-11-24,152.0,19.0,-18.5
2015-11-25,152.0,19.0,-18.5
2015-11-27,152.0,19.0,-18.5
2015-11-30,152.0,19.0,-18.5
2015-12-01,152.0,19.0,-18.5
2015-12-02,152.0,19.0,-18.5
2015-12-03,152.0,19.0,-18.5
2015-12-04,152.0,19.0,-18.5
2015-12-07,152.0,19.0,-18.5
2015-12-08,152.0,19.0,-18.5
2015-12-09,152.0,19.0,-18.5
2015-12-10,152.0,19.0,-18.5
2015-12-11,152.0,19.0,-18.5
2015-12-14,152.0,19.0,-18.5
2015-12-15,152.0,19.0,-18.5
2015-12-16,152.0,19.0,-18.5
2015-12-17,152.0,19.0,-18.5
2015-12-18,152.0,19.0,-18.5
2015-12-21,152.0,19.0,-18.5
2015-12-22,152.0,19.0,-18.5
2015-12-23,152.0,19.0,-18.5
2015-12-24,152.0,19.0,-18.5
2015-12-28,152.0,19.0,-18.5
2015-12-29,152.0,19.0,-18.5
2015-12-30,152.0,19.0,-18.5
2015-12-31,158.5,19.2,-22.0
2016-01-04,158.5,19.2,-22.0
2016-01-05,158.5,19.2,-22.0
2016-01-06,158.5,19.2,-22.0
2016-01-07,158.5,19.2,-22.0
2016-01-08,158.5,19.2,-22.0
2016-01-11,158.5,19.2,-22.0
2016-01-12,158.5,19.2,-22.0
2016-01-13,158.5,19.2,-22.0
2016-01-14,158.5,19.2,-22.0
2016-01-15,158.5,19.2,-22.0
2016-01-19,158.5,19.2,-22.0
2016-01-20,158.5,19.2,-22.0
2016-01-21,158.5,19.2,-22.0
2016-01-22,158.5,19.2,-22.0
2016-01-25,158.5,19.2,-22.0
2016-01-26,158.5,19.2,-22.0
2016-01-27,158.5,19.2,-22.0
2016-01-28,158.5,19.2,-22.0
2016-01-29,158.5,19.2,-22.0
2016-02-01,158.5,19.2,-22.0
2016-02-02,158.5,19.2,-22.0
2016-02-03,158.5,19.2,-22.0
2016-02-04,158.5,19.2,-22.0
2016-02-05,158.5,19.2,-22.0
2016-02-08,158.5,19.2,-22.0
2016-02-09,158.5,19.2,-22.0
2016-02-10,158.5,19.2,-22.0
2016-02-11,158.5,19.2,-22.0
2016-02-12,158.5,19.2,-22.0
2016-02-16,158.5,19.2,-22.0
2016-02-17,158.5,19.2,-22.0
2016-02-18,158.5,19.2,-22.0
2016-02-19,158.5,19.2,-22.0
2016-02-22,158.5,19.2,-22.0
2016-02-23,158.5,19.2,-22.0
2016-02-24,158.5,19.2,-22.0
2016-02-25,158.5,19.2,-22.0
2016-02-26,158.5,19.2,-22.0
2016-02-29,158.5,19.2,-22.0
2016-03-01,158.5,19.2,-22.0
2016-03-02,158.5,19.2,-22.0
2016-03-03,158.5,19.2,-22.0
2016-03-04,158.5,19.2,-22.0
2016-03-07,158.5,19.2,-22.0
2016-03-08,158.5,19.2,-22.0
2016-03-09,158.5,19.2,-22.0
2016-03-10,158.5,19.2,-22.0
2016-03-11,158.5,19.2,-22.0
2016-03-14,158.5,19.2,-22.0
2016-03-15,158.5,19.2,-22.0
2016-03-16,158.5,19.2,-22.0
2016-03-17,158.5,19.2,-22.0
2016-03-18,158.5,19.2,-22.0
2016-03-21,158.5,19.2,-22.0
2016-03-22,158.5,19.2,-22.0
2016-03-23,158.5,19.2,-22.0
2016-03-24,158.5,19.2,-22.0
2016-03-28,158.5,19.2,-22.0
2016-03-29,158.5,19.2,-22.0
2016-03-30,158.5,19.2,-22.0
2016-03-31,158.5,19.2,-22.0
2016-04-01,158.5,19.2,-22.0
2016-04-04,158.5,19.2,-22.0
2016-04-05,158.5,19.2,-22.0
2016-04-06,158.5,19.2,-22.0
2016-04-07,158.5,19.2,-22.0
2016-04-08,158.5,19.2,-22.0
2016-04-11,158.5,19.2,-22.0
2016-04-12,158.5,19.2,-22.0
2016-04-13,158.5,19.2,-22.0
2016-04-14,158.5,19.2,-22.0
2016-04-15,158.5,19.2,-22.0
2016-04-18,158.5,19.2,-22.0
2016-04-19,158.5,19.2,-22.0
2016-04-20,158.5,19.2,-22.0
2016-04-21,158.5,19.2,-22.0
2016-04-22,158.5,19.2,-22.0
2016-04-25,158.5,19.2,-22.0
2016-04-26,158.5,19.2,-22.0
2016-04-27,158.5,19.2,-22.0
2016-04-28,158.5,19.2,-22.0
2016-04-29,158.5,19.2,-22.0
2016-05-02,158.5,19.2,-22.0
2016-05-03,158.5,19.2,-22.0
2016-05-04,158.5,19.2,-22.0
2016-05-05,158.5,19.2,-22.0
2016-05-06,158.5,19.2,-22.0
2016-05-09,158.5,19.2,-22.0
2016-05-10,158.5,19.2,-22.0
2016-05-11,158.5,19.2,-22.0
2016-05-12,158.5,19.2,-22.0
2016-05-13,158.5,19.2,-22.0
2016-05-16,158.5,19.2,-22.0
2016-05-17,158.5,19.2,-22.0
2016-05-18,158.5,19.2,-22.0
2016-05-19,158.5,19.2,-22.0
2016-05-20,158.5,19.2,-22.0
2016-05-23,158.5,19.2,-22.0
2016-05-24,158.5,19.2,-22.0
2016-05-25,158.5,19.2,-22.0
2016-05-26,158.5,19.2,-22.0
2016-05-27,158.5,19.2,-22.0
2016-05-31,158.5,19.2,-22.0
2016-06-01,158.5,19.2,-22.0
2016-06-02,158.5,19.2,-22.0
2016-06-03,158.5,19.2,-22.0
2016-06-06,158.5,19.2,-22.0
2016-06-07,158.5,19.2,-22.0
2016-06-08,158.5,19.2,-22.0
2016-06-09,158.5,19.2,-22.0
2016-06-10,158.5,19.2,-22.0
2016-06-13,158.5,19.2,-22.0
2016-06-14,158.5,19.2,-22.0
2016-06-15,158.5,19.2,-22.0
2016-06-16,158.5,19.2,-22.0
2016-06-17,158.5,19.2,-22.0
2016-06-20,158.5,19.2,-22.0
2016-06-21,158.5,19.2,-22.0
2016-06-22,158.5,19.2,-22.0
2016-06-23,158.5,19.2,-22.0
2016-06-24,158.5,19.2,-22.0
2016-06-27,158.5,19.2,-22.0
2016-06-28,158.5,19.2,-22.0
2016-06-29,158.5,19.2,-22.0
2016-06-30,164.0,19.5,-25.0
2016-07-01,164.0,19.5,-25.0
2016-07-05,164.0,19.5,-25.0
2016-07-06,164.0,19.5,-25.0
2016-07-07,164.0,19.5,-25.0
2016-07-08,164.0,19.5,-25.0
2016-07-11,164.0,19.5,-25.0
2016-07-12,164.0,19.5,-25.0
2016-07-13,164.0,19.5,-25.0
2016-07-14,164.0,19.5,-25.0
2016-07-15,164.0,19.5,-25.0
2016-07-18,164.0,19.5,-25.0
2016-07-19,164.0,19.5,-25.0
2016-07-20,164.0,19.5,-25.0
2016-07-21,164.0,19.5,-25.0
2016-07-22,164.0,19.5,-25.0
2016-07-25,164.0,19.5,-25.0
2016-07-26,164.0,19.5,-25.0
2016-07-27,164.0,19.5,-25.0
2016-07-28,164.0,19.5,-25.0
2016-07-29,164.0,19.5,-25.0
2016-08-01,164.0,19.5,-25.0
2016-08-02,164.0,19.5,-25.0
2016-08-03,164.0,19.5,-25.0
2016-08-04,164.0,19.5,-25.0
2016-08-05,164.0,19.5,-25.0
2016-08-08,164.0,19.5,-25.0
2016-08-09,164.0,19.5,-25.0
2016-08-10,164.0,19.5,-25.0
2016-08-11,164.0,19.5,-25.0
2016-08-12,164.0,19.5,-25.0
2016-08-15,164.0,19.5,-25.0
2016-08-16,164.0,19.5,-25.0
2016-08-17,164.0,19.5,-25.0
2016-08-18,164.0,19.5,-25.0
2016-08-19,164.0,19.5,-25.0
2016-08-22,164.0,19.5,-25.0
2016-08-23,164.0,19.5,-25.0
2016-08-24,164.0,19.5,-25.0
2016-08-25,164.0,19.5,-25.0
2016-08-26,164.0,19.5,-25.0
2016-08-29,164.0,19.5,-25.0
2016-08-30,164.0,19.5,-25.0
2016-08-31,164.0,19.5,-25.0
2016-09-01,164.0,19.5,-25.0
2016-09-02,164.0,19.5,-25.0
2016-09-06,164.0,19.5,-25.0
2016-09-07,164.0,19.5,-25.0
2016-09-08,164.0,19.5,-25.0
2016-09-09,164.0,19.5,-25.0
2016-09-12,164.0,19.5,-25.0
2016-09-13,164.0,19.5,-25.0
2016-09-14,164.0,19.5,-25.0
2016-09-15,164.0,19.5,-25.0
2016-09-16,164.0,19.5,-25.0
2016-09-19,164.0,19.5,-25.0
2016-09-20,164.0,19.5,-25.0
2016-09-21,164.0,19.5,-25.0
2016-09-22,164.0,19.5,-25.0
2016-09-23,164.0,19.5,-25.0
2016-09-26,164.0,19.5,-25.0
2016-09-27,164.0,19.5,-25.0
2016-09-28,164.0,19.5,-25.0
2016-09-29,164.0,19.5,-25.0
2016-09-30,164.0,19.5,-25.0
2016-10-03,164.0,19.5,-25.0
2016-10-04,164.0,19.5,-25.0
2016-10-05,164.0,19.5,-25.0
2016-10-06,164.0,19.5,-25.0
2016-10-07,164.0,19.5,-25.0
2016-10-10,164.0,19.5,-25.0
2016-10-11,164.0,19.5,-25.0
2016-10-12,164.0,19.5,-25.0
2016-10-13,164.0,19.5,-25.0
2016-10-14,164.0,19.5,-25.0
2016-10-17,164.0,19.5,-25.0
2016-10-18,164.0,19.5,-25.0
2016-10-19,164.0,19.5,-25.0
2016-10-20,164.0,19.5,-25.0
2016-10-21,164.0,19.5,-25.0
2016-10-24,164.0,19.5,-25.0
2016-10-25,164.0,19.5,-25.0
2016-10-26,164.0,19.5,-25.0
2016-10-27,164.0,19.5,-25.0
2016-10-28,164.0,19.5,-25.0
2016-10-31,164.0,19.5,-25.0
2016-11-01,164.0,19.5,-25.0
2016-11-02,164.0,19.5,-25.0
2016-11-03,164.0,19.5,-25.0
2016-11-04,164.0,19.5,-25.0
2016-11-07,164.0,19.5,-25.0
2016-11-08,164.0,19.5,-25.0
2016-11-09,164.0,19.5,-25.0
2016-11-10,164.0,19.5,-25.0
2016-11-11,164.0,19.5,-25.0
2016-11-14,164.0,19.5,-25.0
2016-11-15,164.0,19.5,-25.0
2016-11-16,164.0,19.5,-25.0
2016-11-17,164.0,19.5,-25.0
2016-11-18,164.0,19.5,-25.0
2016-11-21,164.0,19.5,-25.0
2016-11-22,164.0,19.5,-25.0
2016-11-23,164.0,19.5,-25.0
2016-11-25,164.0,19.5,-25.0
2016-11-28,164.0,19.5,-25.0
2016-11-29,164.0,19.5,-25.0
2016-11-30,164.0,19.5,-25.0
2016-12-01,164.0,19.5,-25.0
2016-12-02,164.0,19.5,-25.0
2016-12-05,164.0,19.5,-25.0
2016-12-06,164.0,19.5,-25.0
2016-12-07,164.0,19.5,-25.0
2016-12-08,164.0,19.5,-25.0
2016-12-09,164.0,19.5,-25.0
2016-12-12,164.0,19.5,-25.0
2016-12-13,164.0,19.5,-25.0
2016-12-14,164.0,19.5,-25.0
2016-12-15,164.0,19.5,-25.0
2016-12-16,164.0,19.5,-25.0
2016-12-19,164.0,19.5,-25.0
2016-12-20,164.0,19.5,-25.0
2016-12-21,164.0,19.5,-25.0
2016-12-22,164.0,19.5,-25.0
2016-12-23,164.0,19.5,-25.0
2016-12-27,164.0,19.5,-25.0
2016-12-28,164.0,19.5,-25.0
2016-12-29,164.0,19.5,-25.0
2016-12-30,164.0,19.5,-25.0
2017-01-03,169.5,20.1,-30.0
2017-01-04,169.5,20.1,-30.0
2017-01-05,169.5,20.1,-30.0
2017-01-06,169.5,20.1,-30.0
2017-01-09,169.5,20.1,-30.0
2017-01-10,169.5,20.1,-30.0
2017-01-11,169.5,20.1,-30.0
2017-01-12,169.5,20.1,-30.0
2017-01-13,169.5,20.1,-30.0
2017-01-17,169.5,20.1,-30.0
2017-01-18,169.5,20.1,-30.0
2017-01-19,169.5,20.1,-30.0
2017-01-20,169.5,20.1,-30.0
2017-01-23,169.5,20.1,-30.0
2017-01-24,169.5,20.1,-30.0
2017-01-25,169.5,20.1,-30.0
2017-01-26,169.5,20.1,-30.0
2017-01-27,169.5,20.1,-30.0
2017-01-30,169.5,20.1,-30.0
2017-01-31,169.5,20.1,-30.0
2017-02-01,169.5,20.1,-30.0
2017-02-02,169.5,20.1,-30.0
2017-02-03,169.5,20.1,-30.0
2017-02-06,169.5,20.1,-30.0
2017-02-07,169.5,20.1,-30.0
2017-02-08,169.5,20.1,-30.0
2017-02-09,169.5,20.1,-30.0
2017-02-10,169.5,20.1,-30.0
2017-02-13,169.5,20.1,-30.0
2017-02-14,169.5,20.1,-30.0
2017-02-15,169.5,20.1,-30.0
2017-02-16,169.5,20.1,-30.0
2017-02-17,169.5,20.1,-30.0
2017-02-21,169.5,20.1,-30.0
2017-02-22,169.5,20.1,-30.0
2017-02-23,169.5,20.1,-30.0
2017-02-24,169.5,20.1,-30.0
2017-02-27,169.5,20.1,-30.0
2017-02-28,169.5,20.1,-30.0
2017-03-01,169.5,20.1,-30.0
2017-03-02,169.5,20.1,-30.0
2017-03-03,169.5,20.1,-30.0
2017-03-06,169.5,20.1,-30.0
2017-03-07,169.5,20.1,-30.0
2017-03-08,169.5,20.1,-30.0
2017-03-09,169.5,20.1,-30.0
2017-03-10,169.5,20.1,-30.0
2017-03-13,169.5,20.1,-30.0
2017-03-14,169.5,20.1,-30.0
2017-03-15,169.5,20.1,-30.0
2017-03-16,169.5,20.1,-30.0
2017-03-17,169.5,20.1,-30.0
2017-03-20,169.5,20.1,-30.0
2017-03-21,169.5,20.1,-30.0
2017-03-22,169.5,20.1,-30.0
2017-03-23,169.5,20.1,-30.0
2017-03-24,169.5,20.1,-30.0
2017-03-27,169.5,20.1,-30.0
2017-03-28,169.5,20.1,-30.0
2017-03-29,169.5,20.1,-30.0
2017-03-30,169.5,20.1,-30.0
2017-03-31,169.5,20.1,-30.0
2017-04-03,169.5,20.1,-30.0
2017-04-04,169.5,20.1,-30.0
2017-04-05,169.5,20.1,-30.0
2017-04-06,169.5,20.1,-30.0
2017-04-07,169.5,20.1,-30.0
2017-04-10,169.5,20.1,-30.0
2017-04-11,169.5,20.1,-30.0
2017-04-12,169.5,20.1,-30.0
2017-04-13,169.5,20.1,-30.0
2017-04-17,169.5,20.1,-30.0
2017-04-18,169.5,20.1,-30.0
2017-04-19,169.5,20.1,-30.0
2017-04-20,169.5,20.1,-30.0
2017-04-21,169.5,20.1,-30.0
2017-04-24,169.5,20.1,-30.0
2017-04-25,169.5,20.1,-30.0
2017-04-26,169.5,20.1,-30.0
2017-04-27,169.5,20.1,-30.0
2017-04-28,169.5,20.1,-30.0
2017-05-01,169.5,20.1,-30.0
2017-05-02,169.5,20.1,-30.0
2017-05-03,169.5,20.1,-30.0
2017-05-04,169.5,20.1,-30.0
2017-05-05,169.5,20.1,-30.0
2017-05-08,169.5,20.1,-30.0
2017-05-09,169.5,20.1,-30.0
2017-05-10,169.5,20.1,-30.0
2017-05-11,169.5,20.1,-30.0
2017-05-12,169.5,20.1,-30.0
2017-05-15,169.5,20.1,-30.0
2017-05-16,169.5,20.1,-30.0
2017-05-17,169.5,20.1,-30.0
2017-05-18,169.5,20.1,-30.0
2017-05-19,169.5,20.1,-30.0
2017-05-22,169.5,20.1,-30.0
2017-05-23,169.5,20.1,-30.0
2017-05-24,169.5,20.1,-30.0
2017-05-25,169.5,20.1,-30.0
2017-05-26,169.5,20.1,-30.0
2017-05-30,169.5,20.1,-30.0
2017-05-31,169.5,20.1,-30.0
2017-06-01,169.5,20.1,-30.0
2017-06-02,169.5,20.1,-30.0
2017-06-05,169.5,20.1,-30.0
2017-06-06,169.5,20.1,-30.0
2017-06-07,169.5,20.1,-30.0
2017-06-08,169.5,20.1,-30.0
2017-06-09,169.5,20.1,-30.0
2017-06-12,169.5,20.1,-30.0
2017-06-13,169.5,20.1,-30.0
2017-06-14,169.5,20.1,-30.0
2017-06-15,169.5,20.1,-30.0
2017-06-16,169.5,20.1,-30.0
2017-06-19,169.5,20.1,-30.0
2017-06-20,169.5,20.1,-30.0
2017-06-21,169.5,20.1,-30.0
2017-06-22,169.5,20.1,-30.0
2017-06-23,169.5,20.1,-30.0
2017-06-26,169.5,20.1,-30.0
2017-06-27,169.5,20.1,-30.0
2017-06-28,169.5,20.1,-30.0
2017-06-29,169.5,20.1,-30.0
2017-06-30,173.0,19.8,-35.0
2017-07-03,173.0,19.8,-35.0
2017-07-05,173.0,19.8,-35.0
2017-07-06,173.0,19.8,-35.0
2017-07-07,173.0,19.8,-35.0
2017-07-10,173.0,19.8,-35.0
2017-07-11,173.0,19.8,-35.0
2017-07-12,173.0,19.8,-35.0
2017-07-13,173.0,19.8,-35.0
2017-07-14,173.0,19.8,-35.0
2017-07-17,173.0,19.8,-35.0
2017-07-18,173.0,19.8,-35.0
2017-07-19,173.0,19.8,-35.0
2017-07-20,173.0,19.8,-35.0
2017-07-21,173.0,19.8,-35.0
2017-07-24,173.0,19.8,-35.0
2017-07-25,173.0,19.8,-35.0
2017-07-26,173.0,19.8,-35.0
2017-07-27,173.0,19.8,-35.0
2017-07-28,173.0,19.8,-35.0
2017-07-31,173.0,19.8,-35.0
2017-08-01,173.0,19.8,-35.0
2017-08-02,173.0,19.8,-35.0
2017-08-03,173.0,19.8,-35.0
2017-08-04,173.0,19.8,-35.0
2017-08-07,173.0,19.8,-35.0
2017-08-08,173.0,19.8,-35.0
2017-08-09,173.0,19.8,-35.0
2017-08-10,173.0,19.8,-35.0
2017-08-11,173.0,19.8,-35.0
2017-08-14,173.0,19.8,-35.0
2017-08-15,173.0,19.8,-35.0
2017-08-16,173.0,19.8,-35.0
2017-08-17,173.0,19.8,-35.0
2017-08-18,173.0,19.8,-35.0
2017-08-21,173.0,19.8,-35.0
2017-08-22,173.0,19.8,-35.0
2017-08-23,173.0,19.8,-35.0
2017-08-24,173.0,19.8,-35.0
2017-08-25,173.0,19.8,-35.0
2017-08-28,173.0,19.8,-35.0
2017-08-29,173.0,19.8,-35.0
2017-08-30,173.0,19.8,-35.0
2017-08-31,173.0,19.8,-35.0
2017-09-01,173.0,19.8,-35.0
2017-09-05,173.0,19.8,-35.0
2017-09-06,173.0,19.8,-35.0
2017-09-07,173.0,19.8,-35.0
2017-09-08,173.0,19.8,-35.0
2017-09-11,173.0,19.8,-35.0
2017-09-12,173.0,19.8,-35.0
2017-09-13,173.0,19.8,-35.0
2017-09-14,173.0,19.8,-35.0
2017-09-15,173.0,19.8,-35.0
2017-09-18,173.0,19.8,-35.0
2017-09-19,173.0,19.8,-35.0
2017-09-20,173.0,19.8,-35.0
2017-09-21,173.0,19.8,-35.0
2017-09-22,173.0,19.8,-35.0
2017-09-25,173.0,19.8,-35.0
2017-09-26,173.0,19.8,-35.0
2017-09-27,173.0,19.8,-35.0
2017-09-28,173.0,19.8,-35.0
2017-09-29,173.0,19.8,-35.0
2017-10-02,173.0,19.8,-35.0
2017-10-03,173.0,19.8,-35.0
2017-10-04,173.0,19.8,-35.0
2017-10-05,173.0,19.8,-35.0
2017-10-06,173.0,19.8,-35.0
2017-10-09,173.0,19.8,-35.0
2017-10-10,173.0,19.8,-35.0
2017-10-11,173.0,19.8,-35.0
2017-10-12,173.0,19.8,-35.0
2017-10-13,173.0,19.8,-35.0
2017-10-16,173.0,19.8,-35.0
2017-10-17,173.0,19.8,-35.0
2017-10-18,173.0,19.8,-35.0
2017-10-19,173.0,19.8,-35.0
2017-10-20,173.0,19.8,-35.0
2017-10-23,173.0,19.8,-35.0
2017-10-24,173.0,19.8,-35.0
2017-10-25,173.0,19.8,-35.0
2017-10-26,173.0,19.8,-35.0
2017-10-27,173.0,19.8,-35.0
2017-10-30,173.0,19.8,-35.0
2017-10-31,173.0,19.8,-35.0
2017-11-01,173.0,19.8,-35.0
2017-11-02,173.0,19.8,-35.0
2017-11-03,173.0,19.8,-35.0
2017-11-06,173.0,19.8,-35.0
2017-11-07,173.0,19.8,-35.0
2017-11-08,173.0,19.8,-35.0
2017-11-09,173.0,19.8,-35.0
2017-11-10,173.0,19.8,-35.0
2017-11-13,173.0,19.8,-35.0
2017-11-14,173.0,19.8,-35.0
2017-11-15,173.0,19.8,-35.0
2017-11-16,173.0,19.8,-35.0
2017-11-17,173.0,19.8,-35.0
2017-11-20,173.0,19.8,-35.0
2017-11-21,173.0,19.8,-35.0
2017-11-22,173.0,19.8,-35.0
2017-11-24,173.0,19.8,-35.0
2017-11-27,173.0,19.8,-35.0
2017-11-28,173.0,19.8,-35.0
2017-11-29,173.0,19.8,-35.0
2017-11-30,173.0,19.8,-35.0
2017-12-01,173.0,19.8,-35.0
2017-12-04,173.0,19.8,-35.0
2017-12-05,173.0,19.8,-35.0
2017-12-06,173.0,19.8,-35.0
2017-12-07,173.0,19.8,-35.0
2017-12-08,173.0,19.8,-35.0
2017-12-11,173.0,19.8,-35.0
2017-12-12,173.0,19.8,-35.0
2017-12-13,173.0,19.8,-35.0
2017-12-14,173.0,19.8,-35.0
2017-12-15,173.0,19.8,-35.0
2017-12-18,173.0,19.8,-35.0
2017-12-19,173.0,19.8,-35.0
2017-12-20,173.0,19.8,-35.0
2017-12-21,173.0,19.8,-35.0
2017-12-22,173.0,19.8,-35.0
2017-12-26,173.0,19.8,-35.0
2017-12-27,173.0,19.8,-35.0
2017-12-28,173.0,19.8,-35.0
2017-12-29,173.0,19.8,-35.0
2018-01-02,176.5,19.5,-42.0
2018-01-03,176.5,19.5,-42.0
2018-01-04,176.5,19.5,-42.0
2018-01-05,176.5,19.5,-42.0
2018-01-08,176.5,19.5,-42.0
2018-01-09,176.5,19.5,-42.0
2018-01-10,176.5,19.5,-42.0
2018-01-11,176.5,19.5,-42.0
2018-01-12,176.5,19.5,-42.0
2018-01-16,176.5,19.5,-42.0
2018-01-17,176.5,19.5,-42.0
2018-01-18,176.5,19.5,-42.0
2018-01-19,176.5,19.5,-42.0
2018-01-22,176.5,19.5,-42.0
2018-01-23,176.5,19.5,-42.0
2018-01-24,176.5,19.5,-42.0
2018-01-25,176.5,19.5,-42.0
2018-01-26,176.5,19.5,-42.0
2018-01-29,176.5,19.5,-42.0
2018-01-30,176.5,19.5,-42.0
2018-01-31,176.5,19.5,-42.0
2018-02-01,176.5,19.5,-42.0
2018-02-02,176.5,19.5,-42.0
2018-02-05,176.5,19.5,-42.0
2018-02-06,176.5,19.5,-42.0
2018-02-07,176.5,19.5,-42.0
2018-02-08,176.5,19.5,-42.0
2018-02-09,176.5,19.5,-42.0
2018-02-12,176.5,19.5,-42.0
2018-02-13,176.5,19.5,-42.0
2018-02-14,176.5,19.5,-42.0
2018-02-15,176.5,19.5,-42.0
2018-02-16,176.5,19.5,-42.0
2018-02-20,176.5,19.5,-42.0
2018-02-21,176.5,19.5,-42.0
2018-02-22,176.5,19.5,-42.0
2018-02-23,176.5,19.5,-42.0
2018-02-26,176.5,19.5,-42.0
2018-02-27,176.5,19.5,-42.0
2018-02-28,176.5,19.5,-42.0
2018-03-01,176.5,19.5,-42.0
2018-03-02,176.5,19.5,-42.0
2018-03-05,176.5,19.5,-42.0
2018-03-06,176.5,19.5,-42.0
2018-03-07,176.5,19.5,-42.0
2018-03-08,176.5,19.5,-42.0
2018-03-09,176.5,19.5,-42.0
2018-03-12,176.5,19.5,-42.0
2018-03-13,176.5,19.5,-42.0
2018-03-14,176.5,19.5,-42.0
2018-03-15,176.5,19.5,-42.0
2018-03-16,176.5,19.5,-42.0
2018-03-19,176.5,19.5,-42.0
2018-03-20,176.5,19.5,-42.0
2018-03-21,176.5,19.5,-42.0
2018-03-22,176.5,19.5,-42.0
2018-03-23,176.5,19.5,-42.0
2018-03-26,176.5,19.5,-42.0
2018-03-27,176.5,19.5,-42.0
2018-03-28,176.5,19.5,-42.0
2018-03-29,176.5,19.5,-42.0
2018-04-02,176.5,19.5,-42.0
2018-04-03,176.5,19.5,-42.0
2018-04-04,176.5,19.5,-42.0
2018-04-05,176.5,19.5,-42.0
2018-04-06,176.5,19.5,-42.0
2018-04-09,176.5,19.5,-42.0
2018-04-10,176.5,19.5,-42.0
2018-04-11,176.5,19.5,-42.0
2018-04-12,176.5,19.5,-42.0
2018-04-13,176.5,19.5,-42.0
2018-04-16,176.5,19.5,-42.0
2018-04-17,176.5,19.5,-42.0
2018-04-18,176.5,19.5,-42.0
2018-04-19,176.5,19.5,-42.0
2018-04-20,176.5,19.5,-42.0
2018-04-23,176.5,19.5,-42.0
2018-04-24,176.5,19.5,-42.0
2018-04-25,176.5,19.5,-42.0
2018-04-26,176.5,19.5,-42.0
2018-04-27,176.5,19.5,-42.0
2018-04-30,176.5,19.5,-42.0
2018-05-01,176.5,19.5,-42.0
2018-05-02,176.5,19.5,-42.0
2018-05-03,176.5,19.5,-42.0
2018-05-04,176.5,19.5,-42.0
2018-05-07,176.5,19.5,-42.0
2018-05-08,176.5,19.5,-42.0
2018-05-09,176.5,19.5,-42.0
2018-05-10,176.5,19.5,-42.0
2018-05-11,176.5,19.5,-42.0
2018-05-14,176.5,19.5,-42.0
2018-05-15,176.5,19.5,-42.0
2018-05-16,176.5,19.5,-42.0
2018-05-17,176.5,19.5,-42.0
2018-05-18,176.5,19.5,-42.0
2018-05-21,176.5,19.5,-42.0
2018-05-22,176.5,19.5,-42.0
2018-05-23,176.5,19.5,-42.0
2018-05-24,176.5,19.5,-42.0
2018-05-25,176.5,19.5,-42.0
2018-05-29,176.5,19.5,-42.0
2018-05-30,176.5,19.5,-42.0
2018-05-31,176.5,19.5,-42.0
2018-06-01,176.5,19.5,-42.0
2018-06-04,176.5,19.5,-42.0
2018-06-05,176.5,19.5,-42.0
2018-06-06,176.5,19.5,-42.0
2018-06-07,176.5,19.5,-42.0
2018-06-08,176.5,19.5,-42.0
2018-06-11,176.5,19.5,-42.0
2018-06-12,176.5,19.5,-42.0
