date,diluted_shares_m,sbc_pct_rev,insider_net_flow_m
2012-11-23,125.0,15.2,0.0
2012-11-26,125.0,15.2,0.0
2012-11-27,125.0,15.2,0.0
2012-11-28,125.0,15.2,0.0
2012-11-29,125.0,15.2,0.0
2012-11-30,125.0,15.2,0.0
2012-12-03,125.0,15.2,0.0
2012-12-04,125.0,15.2,0.0
2012-12-05,125.0,15.2,0.0
2012-12-06,125.0,15.2,0.0
2012-12-07,125.0,15.2,0.0
2012-12-10,125.0,15.2,0.0
2012-12-11,125.0,15.2,0.0
2012-12-12,125.0,15.2,0.0
2012-12-13,125.0,15.2,0.0
2012-12-14,125.0,15.2,0.0
2012-12-17,125.0,15.2,0.0
2012-12-18,125.0,15.2,0.0
2012-12-19,125.0,15.2,0.0
2012-12-20,125.0,15.2,0.0
2012-12-21,125.0,15.2,0.0
2012-12-24,125.0,15.2,0.0
2012-12-26,125.0,15.2,0.0
2012-12-27,125.0,15.2,0.0
2012-12-28,125.0,15.2,0.0
2012-12-31,128.5,16.0,-2.5
2013-01-02,128.5,16.0,-2.5
2013-01-03,128.5,16.0,-2.5
2013-01-04,128.5,16.0,-2.5
2013-01-07,128.5,16.0,-2.5
2013-01-08,128.5,16.0,-2.5
2013-01-09,128.5,16.0,-2.5
2013-01-10,128.5,16.0,-2.5
2013-01-11,128.5,16.0,-2.5
2013-01-14,128.5,16.0,-2.5
2013-01-15,128.5,16.0,-2.5
2013-01-16,128.5,16.0,-2.5
2013-01-17,128.5,16.0,-2.5
2013-01-18,128.5,16.0,-2.5
2013-01-22,128.5,16.0,-2.5
2013-01-23,128.5,16.0,-2.5
2013-01-24,128.5,16.0,-2.5
2013-01-25,128.5,16.0,-2.5
2013-01-28,128.5,16.0,-2.5
2013-01-29,128.5,16.0,-2.5
2013-01-30,128.5,16.0,-2.5
2013-01-31,128.5,16.0,-2.5
2013-02-01,128.5,16.0,-2.5
2013-02-04,128.5,16.0,-2.5
2013-02-05,128.5,16.0,-2.5
2013-02-06,128.5,16.0,-2.5
2013-02-07,128.5,16.0,-2.5
2013-02-08,128.5,16.0,-2.5
2013-02-11,128.5,16.0,-2.5
2013-02-12,128.5,16.0,-2.5
2013-02-13,128.5,16.0,-2.5
2013-02-14,128.5,16.0,-2.5
2013-02-15,128.5,16.0,-2.5
2013-02-19,128.5,16.0,-2.5
2013-02-20,128.5,16.0,-2.5
2013-02-21,128.5,16.0,-2.5
2013-02-22,128.5,16.0,-2.5
2013-02-25,128.5,16.0,-2.5
2013-02-26,128.5,16.0,-2.5
2013-02-27,128.5,16.0,-2.5
2013-02-28,128.5,16.0,-2.5
2013-03-01,128.5,16.0,-2.5
2013-03-04,128.5,16.0,-2.5
2013-03-05,128.5,16.0,-2.5
2013-03-06,128.5,16.0,-2.5
2013-03-07,128.5,16.0,-2.5
2013-03-08,128.5,16.0,-2.5
2013-03-11,128.5,16.0,-2.5
2013-03-12,128.5,16.0,-2.5
2013-03-13,128.5,16.0,-2.5
2013-03-14,128.5,16.0,-2.5
2013-03-15,128.5,16.0,-2.5
2013-03-18,128.5,16.0,-2.5
2013-03-19,128.5,16.0,-2.5
2013-03-20,128.5,16.0,-2.5
2013-03-21,128.5,16.0,-2.5
2013-03-22,128.5,16.0,-2.5
2013-03-25,128.5,16.0,-2.5
2013-03-26,128.5,16.0,-2.5
2013-03-27,128.5,16.0,-2.5
2013-03-28,128.5,16.0,-2.5
2013-04-01,128.5,16.0,-2.5
2013-04-02,128.5,16.0,-2.5
2013-04-03,128.5,16.0,-2.5
2013-04-04,128.5,16.0,-2.5
2013-04-05,128.5,16.0,-2.5
2013-04-08,128.5,16.0,-2.5
2013-04-09,128.5,16.0,-2.5
2013-04-10,128.5,16.0,-2.5
2013-04-11,128.5,16.0,-2.5
2013-04-12,128.5,16.0,-2.5
2013-04-15,128.5,16.0,-2.5
2013-04-16,128.5,16.0,-2.5
2013-04-17,128.5,16.0,-2.5
2013-04-18,128.5,16.0,-2.5
2013-04-19,128.5,16.0,-2.5
2013-04-22,128.5,16.0,-2.5
2013-04-23,128.5,16.0,-2.5
2013-04-24,128.5,16.0,-2.5
2013-04-25,128.5,16.0,-2.5
2013-04-26,128.5,16.0,-2.5
2013-04-29,128.5,16.0,-2.5
2013-04-30,128.5,16.0,-2.5
2013-05-01,128.5,16.0,-2.5
2013-05-02,128.5,16.0,-2.5
2013-05-03,128.5,16.0,-2.5
2013-05-06,128.5,16.0,-2.5
2013-05-07,128.5,16.0,-2.5
2013-05-08,128.5,16.0,-2.5
2013-05-09,128.5,16.0,-2.5
2013-05-10,128.5,16.0,-2.5
2013-05-13,128.5,16.0,-2.5
2013-05-14,128.5,16.0,-2.5
2013-05-15,128.5,16.0,-2.5
2013-05-16,128.5,16.0,-2.5
2013-05-17,128.5,16.0,-2.5
2013-05-20,128.5,16.0,-2.5
2013-05-21,128.5,16.0,-2.5
2013-05-22,128.5,16.0,-2.5
2013-05-23,128.5,16.0,-2.5
2013-05-24,128.5,16.0,-2.5
2013-05-28,128.5,16.0,-2.5
2013-05-29,128.5,16.0,-2.5
2013-05-30,128.5,16.0,-2.5
2013-05-31,128.5,16.0,-2.5
2013-06-03,128.5,16.0,-2.5
2013-06-04,128.5,16.0,-2.5
2013-06-05,128.5,16.0,-2.5
2013-06-06,128.5,16.0,-2.5
2013-06-07,128.5,16.0,-2.5
2013-06-10,128.5,16.0,-2.5
2013-06-11,128.5,16.0,-2.5
2013-06-12,128.5,16.0,-2.5
2013-06-13,128.5,16.0,-2.5
2013-06-14,128.5,16.0,-2.5
2013-06-17,128.5,16.0,-2.5
2013-06-18,128.5,16.0,-2.5
2013-06-19,128.5,16.0,-2.5
2013-06-20,128.5,16.0,-2.5
2013-06-21,128.5,16.0,-2.5
2013-06-24,128.5,16.0,-2.5
2013-06-25,128.5,16.0,-2.5
2013-06-26,128.5,16.0,-2.5
2013-06-27,128.5,16.0,-2.5
2013-06-28,128.5,16.0,-2.5
2013-07-01,132.0,16.5,-4.0
2013-07-02,132.0,16.5,-4.0
2013-07-03,132.0,16.5,-4.0
2013-07-05,132.0,16.5,-4.0
2013-07-08,132.0,16.5,-4.0
2013-07-09,132.0,16.5,-4.0
2013-07-10,132.0,16.5,-4.0
2013-07-11,132.0,16.5,-4.0
2013-07-12,132.0,16.5,-4.0
2013-07-15,132.0,16.5,-4.0
2013-07-16,132.0,16.5,-4.0
2013-07-17,132.0,16.5,-4.0
2013-07-18,132.0,16.5,-4.0
2013-07-19,132.0,16.5,-4.0
2013-07-22,132.0,16.5,-4.0
2013-07-23,132.0,16.5,-4.0
2013-07-24,132.0,16.5,-4.0
2013-07-25,132.0,16.5,-4.0
2013-07-26,132.0,16.5,-4.0
2013-07-29,132.0,16.5,-4.0
2013-07-30,132.0,16.5,-4.0
2013-07-31,132.0,16.5,-4.0
2013-08-01,132.0,16.5,-4.0
2013-08-02,132.0,16.5,-4.0
2013-08-05,132.0,16.5,-4.0
2013-08-06,132.0,16.5,-4.0
2013-08-07,132.0,16.5,-4.0
2013-08-08,132.0,16.5,-4.0
2013-08-09,132.0,16.5,-4.0
2013-08-12,132.0,16.5,-4.0
2013-08-13,132.0,16.5,-4.0
2013-08-14,132.0,16.5,-4.0
2013-08-15,132.0,16.5,-4.0
2013-08-16,132.0,16.5,-4.0
2013-08-19,132.0,16.5,-4.0
2013-08-20,132.0,16.5,-4.0
2013-08-21,132.0,16.5,-4.0
2013-08-22,132.0,16.5,-4.0
2013-08-23,132.0,16.5,-4.0
2013-08-26,132.0,16.5,-4.0
2013-08-27,132.0,16.5,-4.0
2013-08-28,132.0,16.5,-4.0
2013-08-29,132.0,16.5,-4.0
2013-08-30,132.0,16.5,-4.0
2013-09-03,132.0,16.5,-4.0
2013-09-04,132.0,16.5,-4.0
2013-09-05,132.0,16.5,-4.0
2013-09-06,132.0,16.5,-4.0
2013-09-09,132.0,16.5,-4.0
2013-09-10,132.0,16.5,-4.0
2013-09-11,132.0,16.5,-4.0
2013-09-12,132.0,16.5,-4.0
2013-09-13,132.0,16.5,-4.0
2013-09-16,132.0,16.5,-4.0
2013-09-17,132.0,16.5,-4.0
2013-09-18,132.0,16.5,-4.0
2013-09-19,132.0,16.5,-4.0
2013-09-20,132.0,16.5,-4.0
2013-09-23,132.0,16.5,-4.0
2013-09-24,132.0,16.5,-4.0
2013-09-25,132.0,16.5,-4.0
2013-09-26,132.0,16.5,-4.0
2013-09-27,132.0,16.5,-4.0
2013-09-30,132.0,16.5,-4.0
2013-10-01,132.0,16.5,-4.0
2013-10-02,132.0,16.5,-4.0
2013-10-03,132.0,16.5,-4.0
2013-10-04,132.0,16.5,-4.0
2013-10-07,132.0,16.5,-4.0
2013-10-08,132.0,16.5,-4.0
2013-10-09,132.0,16.5,-4.0
2013-10-10,132.0,16.5,-4.0
2013-10-11,132.0,16.5,-4.0
2013-10-14,132.0,16.5,-4.0
2013-10-15,132.0,16.5,-4.0
2013-10-16,132.0,16.5,-4.0
2013-10-17,132.0,16.5,-4.0
2013-10-18,132.0,16.5,-4.0
2013-10-21,132.0,16.5,-4.0
2013-10-22,132.0,16.5,-4.0
2013-10-23,132.0,16.5,-4.0
2013-10-24,132.0,16.5,-4.0
2013-10-25,132.0,16.5,-4.0
2013-10-28,132.0,16.5,-4.0
2013-10-29,132.0,16.5,-4.0
2013-10-30,132.0,16.5,-4.0
2013-10-31,132.0,16.5,-4.0
2013-11-01,132.0,16.5,-4.0
2013-11-04,132.0,16.5,-4.0
2013-11-05,132.0,16.5,-4.0
2013-11-06,132.0,16.5,-4.0
2013-11-07,132.0,16.5,-4.0
2013-11-08,132.0,16.5,-4.0
2013-11-11,132.0,16.5,-4.0
2013-11-12,132.0,16.5,-4.0
2013-11-13,132.0,16.5,-4.0
2013-11-14,132.0,16.5,-4.0
2013-11-15,132.0,16.5,-4.0
2013-11-18,132.0,16.5,-4.0
2013-11-19,132.0,16.5,-4.0
2013-11-20,132.0,16.5,-4.0
2013-11-21,132.0,16.5,-4.0
2013-11-22,132.0,16.5,-4.0
2013-11-25,132.0,16.5,-4.0
2013-11-26,132.0,16.5,-4.0
2013-11-27,132.0,16.5,-4.0
2013-11-29,132.0,16.5,-4.0
2013-12-02,132.0,16.5,-4.0
2013-12-03,132.0,16.5,-4.0
2013-12-04,132.0,16.5,-4.0
2013-12-05,132.0,16.5,-4.0
2013-12-06,132.0,16.5,-4.0
2013-12-09,132.0,16.5,-4.0
2013-12-10,132.0,16.5,-4.0
2013-12-11,132.0,16.5,-4.0
2013-12-12,132.0,16.5,-4.0
2013-12-13,132.0,16.5,-4.0
2013-12-16,132.0,16.5,-4.0
2013-12-17,132.0,16.5,-4.0
2013-12-18,132.0,16.5,-4.0
2013-12-19,132.0,16.5,-4.0
2013-12-20,132.0,16.5,-4.0
2013-12-23,132.0,16.5,-4.0
2013-12-24,132.0,16.5,-4.0
2013-12-26,132.0,16.5,-4.0
2013-12-27,132.0,16.5,-4.0
2013-12-30,132.0,16.5,-4.0
2013-12-31,136.5,17.0,-8.5
2014-01-02,136.5,17.0,-8.5
2014-01-03,136.5,17.0,-8.5
2014-01-06,136.5,17.0,-8.5
2014-01-07,136.5,17.0,-8.5
2014-01-08,136.5,17.0,-8.5
2014-01-09,136.5,17.0,-8.5
2014-01-10,136.5,17.0,-8.5
2014-01-13,136.5,17.0,-8.5
2014-01-14,136.5,17.0,-8.5
2014-01-15,136.5,17.0,-8.5
2014-01-16,136.5,17.0,-8.5
2014-01-17,136.5,17.0,-8.5
2014-01-21,136.5,17.0,-8.5
2014-01-22,136.5,17.0,-8.5
2014-01-23,136.5,17.0,-8.5
2014-01-24,136.5,17.0,-8.5
2014-01-27,136.5,17.0,-8.5
2014-01-28,136.5,17.0,-8.5
2014-01-29,136.5,17.0,-8.5
2014-01-30,136.5,17.0,-8.5
2014-01-31,136.5,17.0,-8.5
2014-02-03,136.5,17.0,-8.5
2014-02-04,136.5,17.0,-8.5
2014-02-05,136.5,17.0,-8.5
2014-02-06,136.5,17.0,-8.5
2014-02-07,136.5,17.0,-8.5
2014-02-10,136.5,17.0,-8.5
2014-02-11,136.5,17.0,-8.5
2014-02-12,136.5,17.0,-8.5
2014-02-13,136.5,17.0,-8.5
2014-02-14,136.5,17.0,-8.5
2014-02-18,136.5,17.0,-8.5
2014-02-19,136.5,17.0,-8.5
2014-02-20,136.5,17.0,-8.5
2014-02-21,136.5,17.0,-8.5
2014-02-24,136.5,17.0,-8.5
2014-02-25,136.5,17.0,-8.5
2014-02-26,136.5,17.0,-8.5
2014-02-27,136.5,17.0,-8.5
2014-02-28,136.5,17.0,-8.5
2014-03-03,136.5,17.0,-8.5
2014-03-04,136.5,17.0,-8.5
2014-03-05,136.5,17.0,-8.5
2014-03-06,136.5,17.0,-8.5
2014-03-07,136.5,17.0,-8.5
2014-03-10,136.5,17.0,-8.5
2014-03-11,136.5,17.0,-8.5
2014-03-12,136.5,17.0,-8.5
2014-03-13,136.5,17.0,-8.5
2014-03-14,136.5,17.0,-8.5
2014-03-17,136.5,17.0,-8.5
2014-03-18,136.5,17.0,-8.5
2014-03-19,136.5,17.0,-8.5
2014-03-20,136.5,17.0,-8.5
2014-03-21,136.5,17.0,-8.5
2014-03-24,136.5,17.0,-8.5
2014-03-25,136.5,17.0,-8.5
2014-03-26,136.5,17.0,-8.5
2014-03-27,136.5,17.0,-8.5
2014-03-28,136.5,17.0,-8.5
2014-03-31,136.5,17.0,-8.5
2014-04-01,136.5,17.0,-8.5
2014-04-02,136.5,17.0,-8.5
2014-04-03,136.5,17.0,-8.5
2014-04-04,136.5,17.0,-8.5
2014-04-07,136.5,17.0,-8.5
2014-04-08,136.5,17.0,-8.5
2014-04-09,136.5,17.0,-8.5
2014-04-10,136.5,17.0,-8.5
2014-04-11,136.5,17.0,-8.5
2014-04-14,136.5,17.0,-8.5
2014-04-15,136.5,17.0,-8.5
2014-04-16,136.5,17.0,-8.5
2014-04-17,136.5,17.0,-8.5
2014-04-21,136.5,17.0,-8.5
2014-04-22,136.5,17.0,-8.5
2014-04-23,136.5,17.0,-8.5
2014-04-24,136.5,17.0,-8.5
2014-04-25,136.5,17.0,-8.5
2014-04-28,136.5,17.0,-8.5
2014-04-29,136.5,17.0,-8.5
2014-04-30,136.5,17.0,-8.5
2014-05-01,136.5,17.0,-8.5
2014-05-02,136.5,17.0,-8.5
2014-05-05,136.5,17.0,-8.5
2014-05-06,136.5,17.0,-8.5
2014-05-07,136.5,17.0,-8.5
2014-05-08,136.5,17.0,-8.5
2014-05-09,136.5,17.0,-8.5
2014-05-12,136.5,17.0,-8.5
2014-05-13,136.5,17.0,-8.5
2014-05-14,136.5,17.0,-8.5
2014-05-15,136.5,17.0,-8.5
2014-05-16,136.5,17.0,-8.5
2014-05-19,136.5,17.0,-8.5
2014-05-20,136.5,17.0,-8.5
2014-05-21,136.5,17.0,-8.5
2014-05-22,136.5,17.0,-8.5
2014-05-23,136.5,17.0,-8.5
2014-05-27,136.5,17.0,-8.5
2014-05-28,136.5,17.0,-8.5
2014-05-29,136.5,17.0,-8.5
2014-05-30,136.5,17.0,-8.5
2014-06-02,136.5,17.0,-8.5
2014-06-03,136.5,17.0,-8.5
2014-06-04,136.5,17.0,-8.5
2014-06-05,136.5,17.0,-8.5
2014-06-06,136.5,17.0,-8.5
2014-06-09,136.5,17.0,-8.5
2014-06-10,136.5,17.0,-8.5
2014-06-11,136.5,17.0,-8.5
2014-06-12,136.5,17.0,-8.5
2014-06-13,136.5,17.0,-8.5
2014-06-16,136.5,17.0,-8.5
2014-06-17,136.5,17.0,-8.5
2014-06-18,136.5,17.0,-8.5
2014-06-19,136.5,17.0,-8.5
2014-06-20,136.5,17.0,-8.5
2014-06-23,136.5,17.0,-8.5
2014-06-24,136.5,17.0,-8.5
2014-06-25,136.5,17.0,-8.5
2014-06-26,136.5,17.0,-8.5
2014-06-27,136.5,17.0,-8.5
2014-06-30,141.0,18.2,-12.0
2014-07-01,141.0,18.2,-12.0
2014-07-02,141.0,18.2,-12.0
2014-07-03,141.0,18.2,-12.0
2014-07-07,141.0,18.2,-12.0
2014-07-08,141.0,18.2,-12.0
2014-07-09,141.0,18.2,-12.0
2014-07-10,141.0,18.2,-12.0
2014-07-11,141.0,18.2,-12.0
2014-07-14,141.0,18.2,-12.0
2014-07-15,141.0,18.2,-12.0
2014-07-16,141.0,18.2,-12.0
2014-07-17,141.0,18.2,-12.0
2014-07-18,141.0,18.2,-12.0
2014-07-21,141.0,18.2,-12.0
2014-07-22,141.0,18.2,-12.0
2014-07-23,141.0,18.2,-12.0
2014-07-24,141.0,18.2,-12.0
2014-07-25,141.0,18.2,-12.0
2014-07-28,141.0,18.2,-12.0
2014-07-29,141.0,18.2,-12.0
2014-07-30,141.0,18.2,-12.0
2014-07-31,141.0,18.2,-12.0
2014-08-01,141.0,18.2,-12.0
2014-08-04,141.0,18.2,-12.0
2014-08-05,141.0,18.2,-12.0
2014-08-06,141.0,18.2,-12.0
2014-08-07,141.0,18.2,-12.0
2014-08-08,141.0,18.2,-12.0
2014-08-11,141.0,18.2,-12.0
2014-08-12,141.0,18.2,-12.0
2014-08-13,141.0,18.2,-12.0
2014-08-14,141.0,18.2,-12.0
2014-08-15,141.0,18.2,-12.0
2014-08-18,141.0,18.2,-12.0
2014-08-19,141.0,18.2,-12.0
2014-08-20,141.0,18.2,-12.0
2014-08-21,141.0,18.2,-12.0
2014-08-22,141.0,18.2,-12.0
2014-08-25,141.0,18.2,-12.0
2014-08-26,141.0,18.2,-12.0
2014-08-27,141.0,18.2,-12.0
2014-08-28,141.0,18.2,-12.0
2014-08-29,141.0,18.2,-12.0
2014-09-02,141.0,18.2,-12.0
2014-09-03,141.0,18.2,-12.0
2014-09-04,141.0,18.2,-12.0
2014-09-05,141.0,18.2,-12.0
2014-09-08,141.0,18.2,-12.0
2014-09-09,141.0,18.2,-12.0
2014-09-10,141.0,18.2,-12.0
2014-09-11,141.0,18.2,-12.0
2014-09-12,141.0,18.2,-12.0
2014-09-15,141.0,18.2,-12.0
2014-09-16,141.0,18.2,-12.0
2014-09-17,141.0,18.2,-12.0
2014-09-18,141.0,18.2,-12.0
2014-09-19,141.0,18.2,-12.0
2014-09-22,141.0,18.2,-12.0
2014-09-23,141.0,18.2,-12.0
2014-09-24,141.0,18.2,-12.0
2014-09-25,141.0,18.2,-12.0
2014-09-26,141.0,18.2,-12.0
2014-09-29,141.0,18.2,-12.0
2014-09-30,141.0,18.2,-12.0
2014-10-01,141.0,18.2,-12.0
2014-10-02,141.0,18.2,-12.0
2014-10-03,141.0,18.2,-12.0
2014-10-06,141.0,18.2,-12.0
2014-10-07,141.0,18.2,-12.0
2014-10-08,141.0,18.2,-12.0
2014-10-09,141.0,18.2,-12.0
2014-10-10,141.0,18.2,-12.0
2014-10-13,141.0,18.2,-12.0
2014-10-14,141.0,18.2,-12.0
2014-10-15,141.0,18.2,-12.0
2014-10-16,141.0,18.2,-12.0
2014-10-17,141.0,18.2,-12.0
2014-10-20,141.0,18.2,-12.0
2014-10-21,141.0,18.2,-12.0
2014-10-22,141.0,18.2,-12.0
2014-10-23,141.0,18.2,-12.0
2014-10-24,141.0,18.2,-12.0
2014-10-27,141.0,18.2,-12.0
2014-10-28,141.0,18.2,-12.0
2014-10-29,141.0,18.2,-12.0
2014-10-30,141.0,18.2,-12.0
2014-10-31,141.0,18.2,-12.0
2014-11-03,141.0,18.2,-12.0
2014-11-04,141.0,18.2,-12.0
2014-11-05,141.0,18.2,-12.0
2014-11-06,141.0,18.2,-12.0
2014-11-07,141.0,18.2,-12.0
2014-11-10,141.0,18.2,-12.0
2014-11-11,141.0,18.2,-12.0
2014-11-12,141.0,18.2,-12.0
2014-11-13,141.0,18.2,-12.0
2014-11-14,141.0,18.2,-12.0
2014-11-17,141.0,18.2,-12.0
2014-11-18,141.0,18.2,-12.0
2014-11-19,141.0,18.2,-12.0
2014-11-20,141.0,18.2,-12.0
2014-11-21,141.0,18.2,-12.0
2014-11-24,141.0,18.2,-12.0
2014-11-25,141.0,18.2,-12.0
2014-11-26,141.0,18.2,-12.0
2014-11-28,141.0,18.2,-12.0
2014-12-01,141.0,18.2,-12.0
2014-12-02,141.0,18.2,-12.0
2014-12-03,141.0,18.2,-12.0
2014-12-04,141.0,18.2,-12.0
2014-12-05,141.0,18.2,-12.0
2014-12-08,141.0,18.2,-12.0
2014-12-09,141.0,18.2,-12.0
2014-12-10,141.0,18.2,-12.0
2014-12-11,141.0,18.2,-12.0
2014-12-12,141.0,18.2,-12.0
2014-12-15,141.0,18.2,-12.0
2014-12-16,141.0,18.2,-12.0
2014-12-17,141.0,18.2,-12.0
2014-12-18,141.0,18.2,-12.0
2014-12-19,141.0,18.2,-12.0
2014-12-22,141.0,18.2,-12.0
2014-12-23,141.0,18.2,-12.0
2014-12-24,141.0,18.2,-12.0
2014-12-26,141.0,18.2,-12.0
2014-12-29,141.0,18.2,-12.0
2014-12-30,141.0,18.2,-12.0
2014-12-31,146.0,18.5,-15.0
2015-01-02,146.0,18.5,-15.0
2015-01-05,146.0,18.5,-15.0
2015-01-06,146.0,18.5,-15.0
2015-01-07,146.0,18.5,-15.0
2015-01-08,146.0,18.5,-15.0
2015-01-09,146.0,18.5,-15.0
2015-01-12,146.0,18.5,-15.0
2015-01-13,146.0,18.5,-15.0
2015-01-14,146.0,18.5,-15.0
2015-01-15,146.0,18.5,-15.0
2015-01-16,146.0,18.5,-15.0
2015-01-20,146.0,18.5,-15.0
2015-01-21,146.0,18.5,-15.0
2015-01-22,146.0,18.5,-15.0
2015-01-23,146.0,18.5,-15.0
2015-01-26,146.0,18.5,-15.0
2015-01-27,146.0,18.5,-15.0
2015-01-28,146.0,18.5,-15.0
2015-01-29,146.0,18.5,-15.0
2015-01-30,146.0,18.5,-15.0
2015-02-02,146.0,18.5,-15.0
2015-02-03,146.0,18.5,-15.0
2015-02-04,146.0,18.5,-15.0
2015-02-05,146.0,18.5,-15.0
2015-02-06,146.0,18.5,-15.0
2015-02-09,146.0,18.5,-15.0
2015-02-10,146.0,18.5,-15.0
2015-02-11,146.0,18.5,-15.0
2015-02-12,146.0,18.5,-15.0
2015-02-13,146.0,18.5,-15.0
2015-02-17,146.0,18.5,-15.0
2015-02-18,146.0,18.5,-15.0
2015-02-19,146.0,18.5,-15.0
2015-02-20,146.0,18.5,-15.0
2015-02-23,146.0,18.5,-15.0
2015-02-24,146.0,18.5,-15.0
2015-02-25,146.0,18.5,-15.0
2015-02-26,146.0,18.5,-15.0
2015-02-27,146.0,18.5,-15.0
2015-03-02,146.0,18.5,-15.0
2015-03-03,146.0,18.5,-15.0
2015-03-04,146.0,18.5,-15.0
2015-03-05,146.0,18.5,-15.0
2015-03-06,146.0,18.5,-15.0
2015-03-09,146.0,18.5,-15.0
2015-03-10,146.0,18.5,-15.0
2015-03-11,146.0,18.5,-15.0
2015-03-12,146.0,18.5,-15.0
2015-03-13,146.0,18.5,-15.0
2015-03-16,146.0,18.5,-15.0
2015-03-17,146.0,18.5,-15.0
2015-03-18,146.0,18.5,-15.0
2015-03-19,146.0,18.5,-15.0
2015-03-20,146.0,18.5,-15.0
2015-03-23,146.0,18.5,-15.0
2015-03-24,146.0,18.5,-15.0
2015-03-25,146.0,18.5,-15.0
2015-03-26,146.0,18.5,-15.0
2015-03-27,146.0,18.5,-15.0
2015-03-30,146.0,18.5,-15.0
2015-03-31,146.0,18.5,-15.0
2015-04-01,146.0,18.5,-15.0
2015-04-02,146.0,18.5,-15.0
2015-04-06,146.0,18.5,-15.0
2015-04-07,146.0,18.5,-15.0
2015-04-08,146.0,18.5,-15.0
2015-04-09,146.0,18.5,-15.0
2015-04-10,146.0,18.5,-15.0
2015-04-13,146.0,18.5,-15.0
2015-04-14,146.0,18.5,-15.0
2015-04-15,146.0,18.5,-15.0
2015-04-16,146.0,18.5,-15.0
2015-04-17,146.0,18.5,-15.0
2015-04-20,146.0,18.5,-15.0
2015-04-21,146.0,18.5,-15.0
2015-04-22,146.0,18.5,-15.0
2015-04-23,146.0,18.5,-15.0
2015-04-24,146.0,18.5,-15.0
2015-04-27,146.0,18.5,-15.0
2015-04-28,146.0,18.5,-15.0
2015-04-29,146.0,18.5,-15.0
2015-04-30,146.0,18.5,-15.0
2015-05-01,146.0,18.5,-15.0
2015-05-04,146.0,18.5,-15.0
2015-05-05,146.0,18.5,-15.0
2015-05-06,146.0,18.5,-15.0
2015-05-07,146.0,18.5,-15.0
2015-05-08,146.0,18.5,-15.0
2015-05-11,146.0,18.5,-15.0
2015-05-12,146.0,18.5,-15.0
2015-05-13,146.0,18.5,-15.0
2015-05-14,146.0,18.5,-15.0
2015-05-15,146.0,18.5,-15.0
2015-05-18,146.0,18.5,-15.0
2015-05-19,146.0,18.5,-15.0
2015-05-20,146.0,18.5,-15.0
2015-05-21,146.0,18.5,-15.0
2015-05-22,146.0,18.5,-15.0
2015-05-26,146.0,18.5,-15.0
2015-05-27,146.0,18.5,-15.0
2015-05-28,146.0,18.5,-15.0
2015-05-29,146.0,18.5,-15.0
2015-06-01,146.0,18.5,-15.0
2015-06-02,146.0,18.5,-15.0
2015-06-03,146.0,18.5,-15.0
2015-06-04,146.0,18.5,-15.0
2015-06-05,146.0,18.5,-15.0
2015-06-08,146.0,18.5,-15.0
2015-06-09,146.0,18.5,-15.0
2015-06-10,146.0,18.5,-15.0
2015-06-11,146.0,18.5,-15.0
2015-06-12,146.0,18.5,-15.0
2015-06-15,146.0,18.5,-15.0
2015-06-16,146.0,18.5,-15.0
2015-06-17,146.0,18.5,-15.0
2015-06-18,146.0,18.5,-15.0
2015-06-19,146.0,18.5,-15.0
2015-06-22,146.0,18.5,-15.0
2015-06-23,146.0,18.5,-15.0
2015-06-24,146.0,18.5,-15.0
2015-06-25,146.0,18.5,-15.0
2015-06-26,146.0,18.5,-15.0
2015-06-29,146.0,18.5,-15.0
2015-06-30,152.0,19.0,-18.5
2015-07-01,152.0,19.0,-18.5
2015-07-02,152.0,19.0,-18.5
2015-07-06,152.0,19.0,-18.5
2015-07-07,152.0,19.0,-18.5
2015-07-08,152.0,19.0,-18.5
2015-07-09,152.0,19.0,-18.5
2015-07-10,152.0,19.0,-18.5
2015-07-13,152.0,19.0,-18.5
2015-07-14,152.0,19.0,-18.5
2015-07-15,152.0,19.0,-18.5
2015-07-16,152.0,19.0,-18.5
2015-07-17,152.0,19.0,-18.5
2015-07-20,152.0,19.0,-18.5
2015-07-21,152.0,19.0,-18.5
2015-07-22,152.0,19.0,-18.5
2015-07-23,152.0,19.0,-18.5
2015-07-24,152.0,19.0,-18.5
2015-07-27,152.0,19.0,-18.5
2015-07-28,152.0,19.0,-18.5
2015-07-29,152.0,19.0,-18.5
2015-07-30,152.0,19.0,-18.5
2015-07-31,152.0,19.0,-18.5
2015-08-03,152.0,19.0,-18.5
2015-08-04,152.0,19.0,-18.5
2015-08-05,152.0,19.0,-18.5
2015-08-06,152.0,19.0,-18.5
2015-08-07,152.0,19.0,-18.5
2015-08-10,152.0,19.0,-18.5
2015-08-11,152.0,19.0,-18.5
2015-08-12,152.0,19.0,-18.5
2015-08-13,152.0,19.0,-18.5
2015-08-14,152.0,19.0,-18.5
2015-08-17,152.0,19.0,-18.5
2015-08-18,152.0,19.0,-18.5
2015-08-19,152.0,19.0,-18.5
2015-08-20,152.0,19.0,-18.5
2015-08-21,152.0,19.0,-18.5
2015-08-24,152.0,19.0,-18.5
2015-08-25,152.0,19.0,-18.5
2015-08-26,152.0,19.0,-18.5
2015-08-27,152.0,19.0,-18.5
2015-08-28,152.0,19.0,-18.5
2015-08-31,152.0,19.0,-18.5
2015-09-01,152.0,19.0,-18.5
2015-09-02,152.0,19.0,-18.5
