date,NOW,high,low,open,volume,SPY,HYG,BAA10Y,NFCI,Real_Yield,diluted_shares_m,sbc_pct_rev,insider_net_flow_m,MA10,MA20,MA50,MA200,Dist_200MA,Macro_MA50,Macro_MA200,BAA_MA60,BAA_Stress,RY_Surge,Price_Z,Macro_Z,Dynamic_Beta,Expected_Price_Z,Gap,Gap_Max_45,Gap_Upper,q1,q1_dot,q1_ddot,v_dot,Quadrant,CMF20,Vol_Ratio50,Score_Dim1_Pos,Score_Dim2_Vel,Score_Dim3_Lyapunov,Score_Dim4_Capital,Score_Dim5_Liquidity,Score_Dim6_Macro,Composite_Score,Dist_50MA,MA200_Slope,Trigger_Panic,Trigger_Stage,Trigger_Bubble_Top,Trigger_Bear_Top,Trigger_Top,Trigger_Overbought,Trigger_Oversold,Signal_Oversold,Signal_Overbought,Radar_Alert_Type,Radar_Alert_Reason,signal_ready,bench_nav,strat_nav,Position,action,strat_shares,strat_cash
2013-06-21,7.848000049591064,7.855999946594238,7.521999835968018,7.771999835968018,8385000,127.55794525146484,44.2175407409668,2.87,-0.663,0.59,128.5,16.0,-2.5,7.702399873733521,,7.693440008163452,6.849300005435944,14.581052690120114,45.97025810241699,44.85316274642944,2.8371666666666666,True,True,1.262192204344363,-0.6305882608266612,,,,,,14.581052690120114,-0.12448914007777087,-0.0295168388945466,-1.4477301216421,4,0.2552341026707332,1.0447309303898944,,,,50.0,70.57431822286436,42.755102040816325,,2.0089848138623174,1.2929854523794435,False,False,False,False,False,False,False,False,True,无,正常跟踪中,False,11960.099933653704,11960.099933653704,1.0,WAITING,1523.9678718244797,0.0
2013-06-24,7.886000156402588,8.003999710083008,7.624000072479248,7.783999919891357,8503000,125.94619750976562,43.673072814941406,2.86,-0.663,0.64,128.5,16.0,-2.5,7.697999906539917,,7.710400009155274,6.855060005187989,15.039111968829749,45.92355072021484,44.85559610366821,2.8355,True,True,1.29745748328153,-1.1772021255829193,,,,,,15.039111968829749,-0.20671064305967252,-0.09150705453113153,-1.2171962974605433,4,0.24823560009679174,1.0524843482716864,,,,50.0,70.79697667658043,41.15853658536585,,2.277445360017739,1.2320519116672575,False,False,False,False,False,False,False,False,True,无,正常跟踪中,False,12018.010875560367,12018.010875560367,1.0,WAITING,1523.9678718244797,0.0
2013-06-25,7.920000076293945,8.001999855041504,7.808000087738037,7.949999809265137,4529000,127.15697479248048,44.29600143432617,2.88,-0.663,0.64,128.5,16.0,-2.5,7.690999937057495,,7.7290400123596195,6.860470006465912,15.44398659691013,45.89512901306152,44.861120510101316,2.835,True,True,1.3274929372650546,-0.5660590320910235,,,,,,15.44398659691013,-0.23796784309599897,-0.1137446084407379,-0.9684162658260855,4,0.26998476437226904,0.5594452240251391,,,,50.0,58.900850611376924,44.33198380566802,,2.4706828225621664,1.1671768850107245,False,False,False,False,False,False,False,False,True,无,正常跟踪中,False,12069.825661119401,12069.825661119401,1.0,WAITING,1523.9678718244797,0.0
2013-06-26,8.178000450134277,8.199999809265137,7.964000225067139,8.0,8191500,128.41595458984375,44.66386413574219,2.89,-0.663,0.6,128.5,16.0,-2.5,7.7414000034332275,,7.747200021743774,6.865300009250641,19.120802254857907,45.86775169372559,44.86721448898315,2.8346666666666667,True,True,1.6343613912480253,-0.20470968552380214,,,,,,19.120802254857907,0.6098996478031131,-0.013563811568331353,10.8345141711115,1,0.2704084039901431,1.0093722583125486,,,,50.0,71.3627087402076,46.068548387096776,,5.5607242252864495,1.111366429053478,False,False,False,False,False,False,False,False,True,无,正常跟踪中,False,12463.009941770772,12463.009941770772,1.0,WAITING,1523.9678718244797,0.0
2013-06-27,8.185999870300293,8.279999732971191,8.038000106811523,8.199999809265137,10508500,129.1698455810547,44.87969970703125,2.92,-0.663,0.5,128.5,16.0,-2.5,7.801399993896484,,7.7684000205993655,6.869680008888245,19.161298019599393,45.846147537231445,44.87401128768921,2.8348333333333335,True,True,1.6291087935699506,0.0057532146788337405,,,,,,19.161298019599393,0.7581800077619991,0.0869360138926006,21.119027850018764,1,0.31139804621483114,1.2727933383800136,,,,50.0,81.09130434782608,53.21285140562249,,5.37562237518129,1.04342868439981,False,False,False,False,False,False,False,False,False,无,正常跟踪中,False,12475.200801097004,12475.200801097004,1.0,WAITING,1523.9678718244797,0.0
2013-06-28,8.07800006866455,8.270000457763672,8.041999816894531,8.17199993133545,23695000,128.64053344726562,44.57558822631836,2.83,-0.656,0.53,128.5,16.0,-2.5,7.864200019836426,7.7100999593734745,7.785680017471313,6.8756800103187565,17.48656212611323,45.81991798400879,44.87964023590088,2.8340000000000005,False,True,1.4797695121843855,-0.3090647826590174,,,,,,17.48656212611323,0.8028989738458213,0.18547762278471844,28.931922087668795,1,0.17375543980268238,2.753522812579163,,,,50.0,80.83672546359114,36.9,,3.7545859903985503,1.0194982291675159,False,False,False,False,False,False,False,False,True,无,正常跟踪中,False,12310.612573240716,12310.612573240716,1.0,WAITING,1523.9678718244797,0.0
2013-07-01,8.157999992370605,8.279999732971191,7.966000080108643,8.041999816894531,7522500,129.3944091796875,44.81718826293945,2.83,-0.656,0.48,132.0,16.5,-4.0,7.919200038909912,7.750499963760376,7.803680019378662,6.883460009098053,18.515978588331457,45.79900619506836,44.88499559402466,2.8341666666666665,False,True,1.5594391921882158,-0.06915664055118767,,,,,,18.515978588331457,0.6880867564478356,0.1789594799015016,25.054564455404147,1,0.13489749347903687,0.8754350990996014,,,,50.0,54.087145783543875,36.952191235059765,,4.540421597401102,1.0036596341941273,False,False,False,False,False,False,False,False,True,无,正常跟踪中,False,13432.529886717153,13432.529886717153,1.0,WAITING,1523.9678718244797,1000.0
2013-07-02,8.241999626159668,8.258000373840332,8.105999946594238,8.157999992370605,5182500,129.27403259277344,44.67912292480469,2.81,-0.656,0.44,132.0,16.5,-4.0,7.990000009536743,7.801699948310852,7.821840009689331,6.889620006084442,19.62923378819112,45.77319625854492,44.889002113342286,2.834,False,True,1.6434535946582922,-0.21460329370569867,,,,,,19.62923378819112,0.921523381848432,0.23189824498888617,39.45876340027484,1,0.1803887744522585,0.6021814480473977,,,,50.0,52.35607518129347,30.35714285714286,,5.371621203576944,0.9703359884319106,False,False,False,False,False,False,False,False,True,无,正常跟踪中,False,13560.542629856707,13560.542629856707,1.0,WAITING,1645.2976516543713,0.0
2013-07-03,8.347999572753906,8.36400032043457,8.185999870300293,8.185999870300293,5075500,129.33018493652344,44.78269577026367,2.8,-0.656,0.48,132.0,16.5,-4.0,8.050999975204467,7.8599999189376835,7.839479999542236,6.893850004673004,21.093432044298357,45.745864639282225,44.89211553573608,2.833666666666667,False,True,1.7557745173980128,-0.11203641718288493,,,,,,21.093432044298357,0.7842420933168499,0.034868489102747355,19.2768909901307,1,0.1997586048226418,0.5961175721671637,,,,50.0,54.177978883861236,27.66798418972332,,6.4866492833882266,0.896290007616489,False,False,False,False,False,False,False,False,True,无,正常跟踪中,False,13734.944093063697,13734.944093063697,1.0,WAITING,1645.2976516543713,0.0
2013-07-05,8.661999702453613,8.668000221252441,8.336000442504883,8.354000091552734,6969500,130.7255096435547,44.304386138916016,2.77,-0.657,0.66,132.0,16.5,-4.0,8.150599956512451,7.925699901580811,7.862239990234375,6.898100004196167,25.570804926390917,45.70731552124023,44.892860927581786,2.8326666666666664,False,True,2.112208791587521,-0.6028613393343928,,,,,,25.570804926390917,1.351378705909798,0.11863973962955976,50.58856305150503,1,0.21613859548013312,0.816323423135351,,,,50.0,60.486766995329525,25.19685039370079,,10.172161028060874,0.8323149878496018,False,False,False,False,False,False,False,False,True,无,正常跟踪中,False,14251.567769077792,14251.567769077792,1.0,WAITING,1645.2976516543713,0.0
2013-07-08,8.574000358581543,8.800000190734863,8.557999610900879,8.628000259399414,7701500,131.4712371826172,44.91582489013672,2.79,-0.657,0.58,132.0,16.5,-4.0,8.2231999874115,7.96279993057251,7.86015998840332,6.902780005931854,24.21083025668578,45.67847053527832,44.89685157775879,2.8318333333333334,False,True,1.9851525331662352,0.01946816437592013,,,,,,24.21083025668578,0.9629777566565668,0.0320157565621491,26.397537150564315,1,0.13290675965155946,0.9521272189824596,,,,50.0,55.789452032252754,26.274509803921568,,9.081753694980819,0.7808097244019976,False,False,False,False,False,False,False,False,True,无,正常跟踪中,False,14106.78265525795,14106.78265525795,1.0,WAITING,1645.2976516543713,0.0
