date,BAA10Y,HY_OAS_3Y,NFCI,Real_Yield,DXY,CFNAI,INDPRO_YoY,Copper_Gold,HYG,SPY,QQQ,SMH,SOXX,IGV,XLE,OIL,AIG,AXP,BAC,BK,BKU,BLK,BRK_B,C,CB,CBSH,CFG,CFR,CME,COF,EWBC,FCNCA,FITB,GS,HBAN,ICE,JPM,KEY,KRE,MA,MCO,MET,MS,MTB,PGR,PNC,SCHW,SPGI,TFC,TRV,USB,V,WAL,WFC,XLF,ZION,MA10,MA20,MA50,MA200,Dist_200MA,Score_Dynamics,Ratio_XLF,Score_Valuation,Breadth_Regional_Banks,Breadth_GSIBs,Breadth_Brokers,Breadth_Insurance_Payments,Breadth_50,Bank_Stress_Spread,High_60,Score_Breadth,Ratio_SPY,Score_Relative,Composite_Radar_Score,Below_MA50_3D,Below_MA200_3D,Above_MA20_Conf,Above_MA50_Conf,KRE_Drop_10d,Ratio_XLF_Drop_10d,Cond_Panic,Cond_Bubble,Cond_Bear,Sell_Signal,Bench_Equity,Strat_Equity,Position
2020-08-04,2.62,,-0.477,-1.05,117.7833,1.26,-6.512241935326724,0.0014438836564198,61.20366668701172,303.9569091796875,261.29266357421875,82.69226837158203,95.2673568725586,60.13554382324219,14.681339263916016,41.70000076293945,25.52042388916016,86.53831481933594,21.52983283996582,,16.534330368041992,492.8431091308594,200.2400054931641,40.81085205078125,113.86736297607422,40.30084228515625,18.90748786926269,59.49032211303711,127.45718383789062,56.9799919128418,30.53004264831543,400.08734130859375,15.57585334777832,174.4601593017578,7.013879299163818,88.4031753540039,81.98335266113281,8.988359451293945,31.62464714050293,303.7674255371094,261.8955993652344,30.59973526000977,41.010013580322266,85.31864166259766,76.74441528320312,84.98075866699219,31.20556640625,310.4544982910156,27.953622817993164,99.76482391357422,28.10577774047852,183.7800445556641,31.05717086791992,21.052398681640625,21.588623046875,26.114147186279297,32.13122119903564,31.506703853607178,32.57291519165039,38.0048983001709,-16.78797061703828,19.841269841269842,1.4648756000712453,36.11111111111111,0.0,0.25,0.5,0.25,0.2,0.25,38.70265197753906,64.68253968253968,0.10404319225988598,16.666666666666664,34.6,True,True,True,False,-2.1785023332604903,-0.9149600204297914,False,False,False,False,175971.3709895721,214650.75945651124,1.0
2020-08-05,2.59,,-0.477,-1.06,116.8736,1.26,-6.512241935326724,0.001433459707601,61.311641693115234,305.8447570800781,261.9401550292969,82.76454162597656,95.16891479492188,60.38346099853516,14.835923194885254,42.18999862670898,25.915422439575195,88.58130645751953,21.856952667236328,,17.144874572753906,502.431884765625,203.6199951171875,41.54338455200195,114.6978988647461,41.28994369506836,19.42293357849121,60.64507293701172,127.48845672607422,58.268436431884766,31.261049270629883,400.4497985839844,15.87954044342041,176.95193481445312,7.182151794433594,88.75389099121094,83.40765380859375,9.137173652648926,32.413780212402344,316.9176025390625,263.4328308105469,31.744117736816406,41.43459701538086,85.76139831542969,77.05904388427734,86.00577545166016,31.43535423278809,311.9090576171875,28.31451797485352,101.51136779785156,28.59451103210449,187.4214782714844,31.918895721435547,21.208858489990234,21.885469436645508,26.794757843017575,32.1711030960083,31.61446714401245,32.58422019958496,37.946997241973875,-14.581435770235696,24.404761904761905,1.4810639683208258,55.158730158730165,0.16666666666666666,0.25,0.5,0.5,0.30416666666666664,0.08333333333333334,38.70265197753906,43.948412698412696,0.10598115371294585,27.77777777777778,37.5,True,True,True,False,1.245726854714846,1.1625016809638966,False,False,False,False,180362.40270412058,220006.961928681,1.0
2020-08-06,2.57,,-0.477,-1.08,117.0422,1.26,-6.512241935326724,0.0014162807385572,61.4483528137207,307.8892517089844,265.4095153808594,82.62001037597656,95.1180648803711,60.57939147949219,14.717011451721191,41.95000076293945,25.176937103271484,89.07344055175781,21.92581558227539,,17.186132431030273,502.5010070800781,205.0200042724609,41.42129135131836,115.51019287109376,40.97428131103516,19.337026596069336,60.4373893737793,128.11354064941406,57.2593002319336,30.736448287963867,402.4862976074219,15.7996244430542,176.71832275390625,7.1133131980896,89.95378875732422,83.43338775634766,9.062766075134276,32.21862030029297,318.9852600097656,265.0459899902344,30.666072845458984,41.16819763183594,84.91690063476562,76.2002182006836,86.38510131835938,30.622217178344727,316.56005859375,28.2318115234375,100.3293685913086,28.54020118713379,189.9732818603516,31.47044563293457,21.15649032592773,21.8764705657959,26.38963508605957,32.10916004180908,31.774839210510255,32.545535507202146,37.88518579483032,-14.957206558851274,23.61111111111111,1.4727522066867191,45.23809523809524,0.0,0.25,0.5,0.375,0.21875,0.25,38.70265197753906,64.98015873015873,0.1046435369908459,18.650793650793652,38.6,True,True,True,False,-1.8863194559482266,-1.8459604621544046,False,False,False,False,179276.45992210272,218682.3234856455,1.0
2020-08-07,2.57,,-0.492,-1.04,117.6239,1.26,-6.512241935326724,0.0013882393709297,61.29722213745117,308.1102905273437,262.34600830078125,81.67090606689453,94.0605926513672,59.21785736083984,14.736830711364746,41.220001220703125,26.32759475708008,92.08219909667967,22.47676658630371,,18.34122467041016,507.6448059082031,209.47999572753903,42.42243957519531,118.60424041748048,42.04756927490234,19.86028289794922,62.15704727172852,130.59034729003906,59.33488845825195,31.72545051574707,416.88916015625,16.34306526184082,180.19647216796875,7.388668537139893,93.18419647216795,85.2695541381836,9.323189735412598,33.64414596557617,316.9369201660156,261.4401550292969,32.10899353027344,41.91746520996094,88.2292709350586,77.15260314941406,88.54011535644531,31.453828811645508,311.80133056640625,29.36709976196289,103.52252960205078,29.05996322631836,187.66993713378903,32.84215545654297,21.880905151367188,22.34422492980957,27.378135681152344,32.209286308288576,31.93478670120239,32.56008666992187,37.829592628479006,-11.063948544219668,30.158730158730158,1.5057199822890839,73.4126984126984,0.8333333333333334,0.75,0.75,0.75,0.7833333333333334,-0.08333333333333337,38.70265197753906,18.3531746031746,0.10919513888352383,55.75396825396825,41.9,False,True,True,False,3.0673229921786893,0.7022610808160177,False,False,False,False,187208.6181715281,228358.00983617853,1.0
2020-08-10,2.56,,-0.492,-1.02,117.5821,1.26,-6.512241935326724,0.0014120233004057,61.32599258422852,309.0311584472656,261.2249755859375,81.72872161865234,94.05746459960938,58.362152099609375,15.192652702331545,41.93999862670898,27.014549255371094,94.36660766601562,22.8641414642334,,19.08378219604492,500.7488098144531,212.5800018310547,43.02476501464844,119.52604675292967,42.09666061401367,20.21171760559082,62.09890365600586,129.18392944335938,60.83294677734375,32.6026496887207,417.26123046875,16.80657958984375,181.15689086914065,7.549291133880615,91.52285766601562,86.35064697265625,9.457123756408691,34.27205276489258,311.9706115722656,257.29345703125,32.98801040649414,42.10894012451172,89.42635345458984,76.6338882446289,88.50782775878906,31.232057571411133,308.9281311035156,29.63776588439941,105.07501983642578,29.06771850585937,188.08090209960935,34.169921875,21.55797576904297,22.50614356994629,28.115459442138672,32.451115417480466,32.104491996765134,32.6033432006836,37.776560344696044,-9.276936671380962,33.92857142857143,1.522786551964325,83.73015873015873,1.0,0.75,0.75,0.875,0.86875,-0.25,38.70265197753906,18.452380952380953,0.11090160920048749,67.06349206349206,47.5,False,True,True,False,7.591854038296342,3.506579003284676,False,False,False,False,190702.5265727342,232619.8967986596,1.0
2020-08-11,2.59,,-0.492,-0.99,117.3781,1.26,-6.512241935326724,0.0014860809351652,60.77184677124024,306.4801330566406,256.2770080566406,80.57246398925781,93.07617950439452,57.24052810668945,15.141122817993164,41.61000061035156,27.461069107055664,95.8895263671875,23.174049377441406,,19.347806930541992,506.30712890625,212.66000366210935,43.75728988647461,120.484375,42.82621765136719,20.81307601928711,63.69395446777344,131.3560333251953,62.83632659912109,33.48845291137695,414.1769714355469,17.166208267211914,182.6103973388672,7.717562198638916,91.01521301269533,89.07914733886719,9.732429504394531,34.9423942565918,317.4393310546875,260.500732421875,33.64311981201172,43.10796356201172,91.29569244384766,75.6985092163086,90.77580261230467,32.30393600463867,308.6049499511719,30.60012626647949,105.78068542480467,29.688329696655277,189.0175628662109,34.9525032043457,22.099105834960938,22.766998291015625,28.67451858520508,32.776949882507324,32.339958572387694,32.65378303527832,37.72873977661133,-7.385206970911952,39.285714285714285,1.5347826626042687,90.27777777777779,1.0,0.75,0.75,1.0,0.8875000000000001,-0.25,38.70265197753906,36.904761904761905,0.11401193907121572,86.11111111111111,58.5,False,True,True,True,10.283864249531671,4.6193781561002085,False,False,False,False,194432.557481899,237169.80717866076,1.0
2020-08-12,2.55,,-0.492,-0.98,117.2559,1.26,-6.512241935326724,0.0014920667980236,60.78623580932617,310.7532653808594,262.722900390625,83.10660552978516,96.0834732055664,57.89230728149414,15.291746139526367,42.66999816894531,26.56802749633789,94.42230224609376,23.01049041748047,,19.273550033569336,509.4139404296875,213.2400054931641,43.42357635498047,118.90542602539062,42.86831283569336,20.68811798095703,63.17888641357422,132.793701171875,61.5007209777832,33.42825698852539,411.9250793457031,17.022356033325195,183.5361785888672,7.625779628753662,91.77205657958984,88.32408905029297,9.591055870056152,34.71328353881836,316.5599975585937,264.5904541015625,33.203617095947266,43.60748291015625,90.4758071899414,75.68999481201172,90.3964614868164,32.19305419921875,313.5252380371094,30.68282699584961,104.84567260742188,29.33147621154785,189.9446258544922,34.486473083496094,21.98564338684082,22.70403861999512,28.37999725341797,32.97041339874268,32.474449920654294,32.70165916442871,37.67745906829834,-7.867238404019729,38.492063492063494,1.52894751985873,86.5079365079365,1.0,0.75,0.75,0.875,0.86875,-0.25,38.70265197753906,18.551587301587304,0.11170689870715836,71.23015873015873,50.4,False,True,True,True,5.902120002429956,2.6293775877399357,False,False,False,False,193157.6997123917,235614.72928795096,1.0
2020-08-13,2.59,,-0.492,-0.96,117.1193,1.26,-6.512241935326724,0.001433024976128,60.62067031860352,310.1915588378906,263.32208251953125,82.31649017333984,95.12763214111328,58.654052734375,14.99446964263916,42.2400016784668,26.370529174804688,93.2522430419922,22.683368682861328,,18.93527030944824,508.82708740234375,211.97999572753903,43.04917526245117,119.74507904052734,42.54561233520508,20.06333351135254,62.62226104736328,132.48898315429688,61.04049301147461,32.98104476928711,401.77154541015625,16.574817657470703,180.3002777099609,7.472805976867676,92.48274230957033,87.83502197265625,9.397597312927246,34.025978088378906,315.16876220703125,267.560546875,32.706058502197266,43.44097518920898,88.40967559814453,75.71551513671875,89.5974349975586,31.98052406311035,319.7565002441406,29.512083053588867,105.20732879638672,28.990144729614254,189.1214599609375,33.77851104736328,21.837263107299805,22.56011199951172,28.028215408325195,33.1536943435669,32.57881841659546,32.69844879150391,37.62046850204468,-9.55461363664414,33.13492063492063,1.5082362219263517,71.23015873015873,1.0,0.75,0.75,0.875,0.86875,-0.25,38.70265197753906,18.650793650793652,0.10969343658433091,55.952380952380956,42.5,False,True,True,True,5.693162635619342,1.2260612308803505,False,False,False,False,189333.27498869147,230949.676860331,1.0
2020-08-14,2.61,,-0.502,-0.94,116.9395,1.26,-6.512241935326724,0.0014744449904977,60.51275634765625,310.20074462890625,263.0128173828125,82.2297592163086,95.0704574584961,58.35415267944336,15.137160301208496,42.0099983215332,26.6109619140625,93.2429656982422,22.78666305541992,,19.52106666564941,507.8777770996094,210.9600067138672,43.08172607421875,118.77764129638672,42.77009582519531,20.22734260559082,62.86318588256836,133.9500274658203,62.69194412231445,33.075660705566406,406.7258911132813,16.750633239746094,179.9368896484375,7.572236061096191,94.59636688232422,87.86932373046875,9.48688507080078,34.475704193115234,315.7581787109375,266.68756103515625,32.8470344543457,43.54087829589844,89.54110717773438,75.65597534179688,90.1947021484375,32.38710021972656,316.2906799316406,30.029033660888672,104.61632537841795,29.30820846557617,188.2216644287109,34.06169891357422,22.081647872924805,22.65006446838379,28.216386795043945,33.41249542236328,32.74597864151001,32.67967567443848,37.564404010772705,-8.222411346581445,37.301587301587304,1.5221018130539243,81.15079365079364,1.0,0.75,1.0,0.875,0.9187500000000001,-0.25,38.70265197753906,18.75,0.11113997883647438,66.46825396825396,48.0,False,True,True,True,8.116017534042719,3.1782535861986614,False,False,False,False,191835.7193280275,234002.17099568647,1.0
2020-08-17,2.64,,-0.502,-0.97,116.749,1.26,-6.512241935326724,0.0014599496231271,60.87258529663086,311.1861267089844,266.0665283203125,83.42939758300781,96.140625,59.05991363525391,15.04996109008789,42.88999938964844,25.72650909423828,90.58708953857422,22.29598045349121,,18.844512939453125,510.9590148925781,206.77999877929688,41.852684020996094,114.85305786132812,42.64382553100586,19.868093490600582,61.1601448059082,136.42678833007812,60.273433685302734,32.42204284667969,398.6383972167969,16.558835983276367,175.69741821289062,7.480451583862305,96.03623962402344,85.55270385742188,9.2562255859375,33.85628128051758,319.0722961425781,269.1262512207031,32.24167251586914,42.691707611083984,87.36837768554688,75.53692626953125,89.04859161376953,31.989768981933597,320.6632995605469,29.451261520385746,102.24351501464844,28.6488094329834,190.89224243164065,33.53957748413086,21.357236862182617,22.272262573242188,27.71734046936035,33.61868877410889,32.91016931533814,32.60747367858887,37.5074743270874,-9.734574540341628,32.34126984126984,1.5201096507003464,79.36507936507937,0.8333333333333334,0.5,0.5,0.625,0.6520833333333333,-0.33333333333333337,38.70265197753906,18.849206349206348,0.10879752782867264,48.214285714285715,43.1,False,True,True,True,6.485220369425515,3.6467616838767105,False,False,False,False,188389.01844729067,229797.8680030512,1.0
2020-08-18,2.64,,-0.502,-1.01,116.5593,1.26,-6.512241935326724,0.0014859457436495,60.96618270874024,311.8584289550781,268.6275634765625,82.91389465332031,95.6325454711914,59.763671875,14.859707832336426,42.88999938964844,25.400203704833984,89.76991271972656,21.97747230529785,,18.357723236083984,508.5251159667969,208.3300018310547,40.973628997802734,114.15941619873048,41.75293731689453,19.337026596069336,59.54848098754883,135.80174255371094,59.08221435546875,31.67384529113769,386.94775390625,16.04736328125,174.17465209960938,7.289236068725586,96.3408203125,84.36004638671875,9.055327415466309,32.82957077026367,319.8162841796875,270.9006652832031,31.768991470336918,42.39199066162109,85.67940521240234,76.3107681274414,86.42549133300781,32.29469299316406,323.3388977050781,28.820262908935547,101.37906646728516,28.183349609375,190.4901885986328,32.221004486083984,20.98193359375,22.128341674804688,26.78470802307129,33.73918113708496,32.9352011680603,32.49001205444336,37.44884162902832,-12.334883157464718,27.976190476190478,1.4835983307164584,50.99206349206349,0.5,0.5,0.75,0.625,0.5687500000000001,0.0,38.70265197753906,18.948412698412696,0.10527075019348806,19.841269841269842,30.3,False,True,False,True,3.8100777042901823,1.278110622110337,False,False,False,False,182676.01696157956,222829.1201846533,1.0
