日期,收盘价,当日操作,策略仓位,策略持股,策略现金,基准净值,策略净值,动能得分,估值得分,广度得分,相对得分,复合雷达总分,成分股50MA广度
2014-03-24,16.325963973999023,HOLD,1.0,1942.4234687730025,0.0,33651.2182148472,31711.935573438255,77.97619047619048,49.47089947089947,28.968253968253972,44.047619047619044,53.50859788359788,0.4666666666666667
2014-03-25,16.30249786376953,HOLD,1.0,1942.4234687730025,0.0,33602.849665385496,31666.354450207677,76.78571428571429,52.77777777777778,37.10317460317461,34.523809523809526,54.523809523809526,0.4
2014-03-26,16.020875930786133,HOLD,1.0,1942.4234687730025,0.0,33022.3681001925,31119.325398259505,59.92063492063492,38.22751322751323,20.03968253968254,28.968253968253972,39.88425925925926,0.26666666666666666
2014-03-27,16.026742935180664,CASH,0.0,0.0,31130.721605286835,33034.4612204188,31130.721605286835,59.523809523809526,35.58201058201058,18.849206349206348,37.10317460317461,40.00661375661375,0.3333333333333333
2014-03-28,16.036523818969727,CASH,0.0,0.0,31130.721605286835,33054.621662720645,31130.721605286835,60.11904761904761,42.46031746031746,21.23015873015873,34.92063492063492,42.20238095238095,0.26666666666666666
2014-03-31,16.282934188842773,CASH,0.0,0.0,31130.721605286835,33562.524849338304,31130.721605286835,57.936507936507944,48.544973544973544,45.63492063492063,47.61904761904761,50.96560846560846,0.3333333333333333
2014-04-01,16.556730270385742,CASH,0.0,0.0,32130.721605286835,35126.875701823716,32130.721605286835,61.30952380952381,64.41798941798942,57.14285714285714,46.230158730158735,58.78306878306878,0.4666666666666667
2014-04-02,16.47850227355957,CASH,0.0,0.0,32130.721605286835,34960.9066320835,32130.721605286835,59.72222222222222,70.5026455026455,44.24603174603175,34.12698412698413,54.70899470899471,0.4666666666666667
2014-04-03,16.089323043823242,CASH,0.0,0.0,32130.721605286835,34135.22123373335,32130.721605286835,51.19047619047619,54.36507936507936,21.03174603174603,15.476190476190476,39.08730158730158,0.3333333333333333
2014-04-04,15.770549774169922,CASH,0.0,0.0,32130.721605286835,33458.90961680711,32130.721605286835,46.42857142857143,35.18518518518518,14.087301587301587,23.214285714285715,32.05026455026455,0.2
2014-04-07,15.567161560058594,CASH,0.0,0.0,32130.721605286835,33027.39974742889,32130.721605286835,44.44444444444444,29.629629629629626,8.73015873015873,19.444444444444446,28.062169312169313,0.13333333333333333
2014-04-08,15.727523803710938,CASH,0.0,0.0,32130.721605286835,33367.6254144567,32130.721605286835,41.269841269841265,30.687830687830687,13.293650793650794,21.23015873015873,28.624338624338623,0.2
2014-04-09,16.0169620513916,CASH,0.0,0.0,32130.721605286835,33981.69964189143,32130.721605286835,42.857142857142854,34.92063492063492,29.365079365079367,23.214285714285715,34.55357142857142,0.2
2014-04-10,15.46546459197998,CASH,0.0,0.0,32130.721605286835,32811.63874277332,32130.721605286835,37.698412698412696,15.873015873015872,6.944444444444445,18.849206349206348,21.726190476190474,0.13333333333333333
2014-04-11,15.176024436950684,CASH,0.0,0.0,32130.721605286835,32197.56046869428,32130.721605286835,31.547619047619047,8.201058201058201,3.4722222222222223,12.3015873015873,15.805224867724867,0.13333333333333333
2014-04-14,15.342256546020508,CASH,0.0,0.0,32130.721605286835,32550.23968358685,32130.721605286835,32.73809523809524,14.02116402116402,3.571428571428571,16.666666666666664,18.35648148148148,0.13333333333333333
2014-04-15,15.510445594787598,CASH,0.0,0.0,32130.721605286835,32907.07075554173,32130.721605286835,34.32539682539682,15.211640211640212,7.936507936507936,25.396825396825395,21.610449735449734,0.13333333333333333
2014-04-16,15.69819164276123,CASH,0.0,0.0,32130.721605286835,33305.39409493166,32130.721605286835,28.174603174603174,16.7989417989418,14.087301587301587,24.206349206349206,21.213624338624335,0.13333333333333333
2014-04-17,15.784245491027832,CASH,0.0,0.0,32130.721605286835,33487.966546276795,32130.721605286835,28.968253968253972,23.677248677248677,16.46825396825397,32.93650793650794,25.11574074074074,0.13333333333333333
2014-04-21,15.803797721862791,CASH,0.0,0.0,32130.721605286835,33529.44869710107,32130.721605286835,29.365079365079367,26.058201058201057,17.063492063492063,24.00793650793651,24.65939153439154,0.13333333333333333
2014-04-22,15.92309284210205,CASH,0.0,0.0,32130.721605286835,33782.54606548508,32130.721605286835,28.968253968253972,26.71957671957672,21.825396825396826,24.00793650793651,25.876322751322753,0.13333333333333333
2014-04-23,15.719701766967772,CASH,0.0,0.0,32130.721605286835,33351.0301261404,32130.721605286835,26.190476190476193,17.989417989417987,14.682539682539684,19.642857142857142,20.28108465608466,0.13333333333333333
2014-04-24,15.66689682006836,CASH,0.0,0.0,32130.721605286835,33238.998778411384,32130.721605286835,25.396825396825395,16.26984126984127,12.896825396825399,6.547619047619048,17.162698412698415,0.2
2014-04-25,15.397016525268556,CASH,0.0,0.0,32130.721605286835,32666.418841733866,32130.721605286835,22.817460317460316,8.73015873015873,3.670634920634921,6.547619047619048,12.06845238095238,0.13333333333333333
2014-04-28,15.207315444946287,CASH,0.0,0.0,32130.721605286835,32263.947691925932,32130.721605286835,22.61904761904762,9.126984126984127,3.7698412698412698,0.1984126984126984,11.170634920634923,0.13333333333333333
2014-04-29,15.35594654083252,CASH,0.0,0.0,32130.721605286835,32579.284473123604,32130.721605286835,23.015873015873016,13.35978835978836,3.869047619047619,0.3968253968253968,12.42228835978836,0.2
2014-04-30,15.514355659484863,CASH,0.0,0.0,32130.721605286835,32915.36637637772,32130.721605286835,21.825396825396826,10.846560846560847,8.531746031746032,3.7698412698412698,13.048941798941797,0.2
2014-05-01,15.54955768585205,CASH,0.0,0.0,33130.72160528683,33990.05124376753,33130.72160528683,22.023809523809522,6.746031746031746,9.126984126984127,4.166666666666666,12.3015873015873,0.2
2014-05-02,15.539776802062988,CASH,0.0,0.0,33130.72160528683,33968.671038110486,33130.72160528683,22.023809523809522,6.746031746031746,9.126984126984127,6.15079365079365,12.599206349206348,0.2
2014-05-05,15.533912658691406,CASH,0.0,0.0,33130.72160528683,33955.85250412207,33130.72160528683,18.055555555555554,10.052910052910052,8.928571428571429,2.1825396825396823,11.392195767195767,0.2
2014-05-06,15.299234390258787,CASH,0.0,0.0,33130.72160528683,33442.86515547993,33130.72160528683,18.055555555555554,6.613756613756613,3.968253968253968,1.7857142857142856,9.23280423280423,0.13333333333333333
2014-05-07,15.322697639465332,CASH,0.0,0.0,33130.72160528683,33494.15388400765,33130.72160528683,18.253968253968253,4.497354497354497,4.067460317460317,6.15079365079365,9.45271164021164,0.13333333333333333
2014-05-08,15.269898414611816,CASH,0.0,0.0,33130.72160528683,33378.73913108287,33130.72160528683,17.063492063492063,4.1005291005291005,4.166666666666666,4.166666666666666,8.664021164021163,0.2
2014-05-09,15.34421443939209,CASH,0.0,0.0,33130.72160528683,33541.187834869015,33130.72160528683,17.46031746031746,6.084656084656085,4.265873015873016,6.547619047619048,9.680886243386244,0.2
2014-05-12,15.733394622802734,CASH,0.0,0.0,33130.72160528683,34391.90363299249,33130.72160528683,17.658730158730158,19.70899470899471,16.865079365079367,16.46825396825397,17.79431216931217,0.2
2014-05-13,15.60236358642578,CASH,0.0,0.0,33130.72160528683,34105.480589266364,33130.72160528683,15.674603174603174,10.714285714285714,12.698412698412698,7.5396825396825395,12.470238095238095,0.2
2014-05-14,15.512399673461914,CASH,0.0,0.0,33130.72160528683,33908.82689187446,33130.72160528683,15.674603174603174,5.291005291005291,9.325396825396826,7.936507936507936,10.330687830687829,0.2
2014-05-15,15.445907592773438,CASH,0.0,0.0,33130.72160528683,33763.48068489119,33130.72160528683,15.674603174603174,4.761904761904762,8.531746031746032,12.5,10.68452380952381,0.2
2014-05-16,15.614095687866213,CASH,0.0,0.0,33130.72160528683,34131.12599585695,33130.72160528683,12.103174603174603,9.920634920634921,13.492063492063492,18.849206349206348,12.916666666666666,0.2
2014-05-19,15.80575466156006,CASH,0.0,0.0,33130.72160528683,34550.07671257792,33130.72160528683,13.095238095238097,19.047619047619047,19.642857142857142,25.595238095238095,18.095238095238095,0.26666666666666666
2014-05-20,15.688411712646484,CASH,0.0,0.0,33130.72160528683,34293.5746996431,33130.72160528683,12.3015873015873,11.507936507936508,14.880952380952381,22.023809523809522,14.206349206349206,0.3333333333333333
2014-05-21,15.723612785339355,CASH,0.0,0.0,33130.72160528683,34370.52134268201,33130.72160528683,10.317460317460316,13.88888888888889,16.071428571428573,15.277777777777779,13.39285714285714,0.3333333333333333
2014-05-22,15.874201774597168,CASH,0.0,0.0,33130.72160528683,34699.69645910846,33130.72160528683,10.515873015873016,17.195767195767196,18.452380952380953,22.22222222222222,15.925925925925924,0.4
2014-05-23,16.0189208984375,CASH,0.0,0.0,33130.72160528683,35016.04053362588,33130.72160528683,11.706349206349206,15.74074074074074,20.634920634920633,26.190476190476193,17.119708994708994,0.4666666666666667
2014-05-27,16.16950798034668,CASH,0.0,0.0,33130.72160528683,35345.211480745456,33130.72160528683,10.317460317460316,18.253968253968253,18.055555555555554,24.00793650793651,16.289682539682538,0.6666666666666666
2014-05-28,16.005229949951172,HOLD,1.0,2069.9934776874547,0.0,34986.113248874266,33130.72160528683,9.722222222222223,12.566137566137566,15.873015873015872,16.666666666666664,13.012566137566138,0.6666666666666666
2014-05-29,16.15581703186035,HOLD,1.0,2069.9934776874547,0.0,35315.284195993845,33442.43588266282,10.515873015873016,17.59259259259259,16.071428571428573,22.023809523809522,15.400132275132274,0.7333333333333333
2014-05-30,15.971985816955566,HOLD,1.0,2069.9934776874547,0.0,34913.444314689514,33061.90646681456,5.357142857142857,19.047619047619047,19.841269841269842,9.126984126984127,12.96626984126984,0.5333333333333333
2014-06-02,15.897666931152344,HOLD,1.0,2132.895789349328,0.0,35750.98935694305,33908.066857932885,4.563492063492063,25.925925925925924,21.03174603174603,6.944444444444445,14.378306878306876,0.5333333333333333
2014-06-03,15.79596996307373,HOLD,1.0,2132.895789349328,0.0,35522.29119392597,33691.15782292842,4.166666666666666,35.18518518518518,19.246031746031747,2.380952380952381,15.423280423280424,0.5333333333333333
2014-06-04,15.801840782165527,HOLD,1.0,2132.895789349328,0.0,35535.49360858067,33703.679668249344,4.365079365079365,38.75661375661375,19.642857142857142,0.992063492063492,16.276455026455025,0.5333333333333333
2014-06-05,15.983725547790527,HOLD,1.0,2132.895789349328,0.0,35944.519684432555,34091.620918997694,5.952380952380952,38.62433862433862,17.46031746031746,4.365079365079365,16.759259259259256,0.6666666666666666
2014-06-06,16.196882247924805,HOLD,1.0,2132.895789349328,0.0,36423.8707081308,34546.261947185696,8.333333333333332,42.46031746031746,21.428571428571427,14.285714285714285,21.03174603174603,0.6666666666666666
2014-06-09,16.22622299194336,HOLD,1.0,2132.895789349328,0.0,36489.8527564197,34608.842696559244,8.531746031746032,44.97354497354497,21.626984126984127,19.246031746031747,22.52314814814815,0.6666666666666666
2014-06-10,16.239912033081055,HOLD,1.0,2132.895789349328,0.0,36520.63694419643,34638.03999476207,8.73015873015873,48.28042328042328,21.825396825396826,19.444444444444446,23.49867724867725,0.6666666666666666
2014-06-11,16.269250869750977,HOLD,1.0,2132.895789349328,0.0,36586.61470320182,34700.61667595975,9.126984126984127,48.94179894179894,19.246031746031747,24.00793650793651,23.842592592592595,0.7333333333333333
2014-06-12,16.140174865722656,HOLD,1.0,2132.895789349328,0.0,36296.34601998952,34425.31101046171,7.341269841269842,38.095238095238095,21.23015873015873,26.58730158730159,21.38888888888889,0.6666666666666666
2014-06-13,16.298580169677734,HOLD,1.0,2132.895789349328,0.0,36652.57101578963,34763.173016278095,9.523809523809524,46.164021164021165,19.642857142857142,38.095238095238095,25.499338624338623,0.7333333333333333
2014-06-16,16.425703048706055,HOLD,1.0,2132.895789349328,0.0,36938.447472684056,35034.312869687565,10.515873015873016,49.47089947089947,25.198412698412696,47.817460317460316,29.520502645502646,0.7333333333333333
2014-06-17,16.621265411376953,HOLD,1.0,2132.895789349328,0.0,37378.232000611584,35451.42700958353,11.30952380952381,58.46560846560847,32.242063492063494,64.68253968253968,36.33763227513228,0.7333333333333333
2014-06-18,16.80901527404785,HOLD,1.0,2132.895789349328,0.0,37800.447623267624,35851.877901125205,12.3015873015873,53.17460317460318,32.142857142857146,73.61111111111111,36.6765873015873,0.7333333333333333
2014-06-19,16.795324325561523,HOLD,1.0,2132.895789349328,0.0,37769.659146207385,35822.67653474651,12.103174603174603,54.761904761904766,29.96031746031746,73.61111111111111,36.458333333333336,0.7333333333333333
2014-06-20,16.719051361083984,HOLD,1.0,2132.895789349328,0.0,37598.134987784135,35659.99424997118,11.706349206349206,46.164021164021165,47.61904761904761,65.67460317460318,37.39417989417989,0.6666666666666666
2014-06-23,16.795324325561523,HOLD,1.0,2132.895789349328,0.0,37769.659146207385,35822.67653474651,12.3015873015873,48.01587301587302,52.38095238095239,72.42063492063492,40.267857142857146,0.6666666666666666
2014-06-24,16.692169189453125,HOLD,1.0,2132.895789349328,0.0,37537.6818259442,35602.65737929116,11.507936507936508,37.56613756613756,45.03968253968254,65.27777777777779,34.47089947089947,0.6666666666666666
2014-06-25,16.766550064086914,HOLD,1.0,2132.895789349328,0.0,37704.951015122,35761.30403360569,12.3015873015873,37.16931216931217,50.39682539682539,63.29365079365079,35.69113756613756,0.6666666666666666
2014-06-26,16.739147186279297,HOLD,1.0,2132.895789349328,0.0,37643.32687888287,35702.85655091376,11.904761904761903,32.407407407407405,48.80952380952381,59.523809523809526,33.3994708994709,0.6666666666666666
2014-06-27,16.80765151977539,HOLD,1.0,2132.895789349328,0.0,37797.38078555544,35848.96915537976,12.698412698412698,34.92063492063492,53.17460317460318,60.11904761904761,35.486111111111114,0.6666666666666666
